,LOC,ORG,DATE,PER
bam,0.9997894167900085,0.9754161834716797,,
bbj,0.9968386292457581,0.9978402853012085,,
ewe,,0.9991744160652161,,0.9925280809402466
fon,0.9996700286865234,0.999030590057373,,0.9992326498031616
hau,,0.9985596537590027,,0.9948556423187256
ibo,0.9980115294456482,0.9996898174285889,,
kin,0.9997645020484924,0.9990991950035095,,
lug,,0.9995527267456055,,0.9998611211776733
luo,,0.9944999814033508,,0.9998461008071899
mos,,0.9993914365768433,,0.9987884759902954
nya,0.9995459318161011,0.9989517331123352,,
pcm,0.9996008276939392,,,0.9999463558197021
sna,0.9988569021224976,,,0.9998757243156433
swa,0.9998815655708313,,,0.9997895359992981
tsn,0.9972385168075562,0.9980791807174683,,
twi,0.9998149871826172,0.9974417686462402,,0.9992575645446777
wol,0.9996717572212219,0.9929137825965881,,
xho,0.9988529682159424,,,0.9993085861206055
yor,0.9969049096107483,0.9945710301399231,,
zul,0.99959397315979,,,
