,LOC,ORG,PER,DATE,Mean
kin,0.9999130964279175,0.9998895525932312,0.9994840025901794,,0.9998915435280651
twi,0.9998700618743896,0.9999078512191772,0.999243974685669,,0.9998738397844136
luo,0.9999298453330994,0.9998296499252319,0.9995230436325073,,0.999871387379244
wol,0.9998319149017334,0.9998974800109863,0.9993828535079956,,0.9998534042388201
ewe,0.9999169111251831,0.9998080134391785,0.9994542002677917,,0.9998528936412185
sna,0.9998907446861267,0.999833345413208,0.9992274045944214,,0.9998471706639975
lug,0.9999113082885742,0.9997711777687073,0.9995337724685669,,0.999834036687389
mos,0.9998893141746521,0.9997983574867249,0.9993650317192078,,0.9998326138593256
nya,0.9997519850730896,0.9999033212661743,0.9995157718658447,,0.9998203434515744
zul,0.9997456073760986,0.9998643398284912,0.9995020031929016,,0.9997978727333248
ibo,0.9999014139175415,0.9996839761734009,0.9994763731956482,,0.999785281252116
yor,0.9997556209564209,0.9998204708099365,0.9993651509284973,,0.9997781342826784
bam,0.9998596906661987,0.999638557434082,0.9994332790374756,,0.999741721432656
swa,0.9998849630355835,0.9995992183685303,0.9995075464248657,,0.9997365935705602
bbj,0.9996947646141052,0.9997915625572205,0.9994428753852844,,0.9997361255809665
xho,0.9997931718826294,0.9996178150177002,0.9994717240333557,,0.9997000144794583
tsn,0.9991970658302307,0.9998535513877869,0.9994288682937622,,0.9995230482891202
hau,0.9997701048851013,0.9986060261726379,0.9988666772842407,,0.9991805329918861
fon,0.9972995519638062,0.9998068809509277,0.9994304776191711,,0.9985737772658467
pcm,0.9965647459030151,0.9990113973617554,0.9984551072120667,,0.997803705278784
