,ORG,DATE,LOC,PER,Mean
twi,0.9799903631210327,,0.9752218127250671,0.9848280549049377,0.9800134102503458
pcm,,,0.9733321070671082,0.9837248921394348,0.9785284996032715
ewe,0.9762411713600159,,,0.9806334972381592,0.9784373342990875
kin,0.9751288890838623,,0.9778769612312317,0.9804234504699707,0.9778097669283549
nya,0.9711167812347412,,0.9721935391426086,0.982191264629364,0.9751671950022379
mos,0.969500720500946,,,0.9798938632011414,0.9746972918510437
lug,0.9714139699935913,,,0.9746962189674377,0.9730550944805145
tsn,0.9768630862236023,,0.9663336873054504,,0.9715983867645264
swa,0.9608286023139954,,0.9701006412506104,0.9812800884246826,0.9707364439964294
wol,0.9691464304924011,,0.9628990292549133,0.9772157073020935,0.9697537223498026
fon,0.969356894493103,,0.962928295135498,0.9752383828163147,0.9691745241483053
sna,0.9707518219947815,,0.9592474699020386,0.9768444895744324,0.9689479271570841
luo,0.9588198661804199,,,0.9767844676971436,0.9678021669387817
ibo,0.9717770218849182,,0.9575997591018677,,0.9646883904933929
hau,0.9587334394454956,,0.9549338817596436,0.9765022397041321,0.9633898536364237
zul,,,0.9532280564308167,0.9705931544303894,0.961910605430603
xho,,,0.9622588157653809,0.9572022557258606,0.9597305357456207
bam,0.9383341073989868,,0.9709362387657166,,0.9546351730823517
yor,0.9628301858901978,,0.9259157776832581,,0.9443729817867279
bbj,0.9594932198524475,,0.9271142482757568,,0.9433037340641022
