,LOC,DATE,ORG,PER
bam,0.9842870831489563,,0.9673870205879211,
bbj,0.9554764032363892,,0.9652220010757446,0.9517996907234192
ewe,,,0.9722995758056641,0.9577759504318237
fon,0.9769946932792664,,0.9716590642929077,0.9481201171875
hau,0.9808379411697388,,0.9830130934715271,0.9660722613334656
ibo,0.9856720566749573,,0.9712364673614502,
kin,0.9778643250465393,,0.9812984466552734,0.9675897359848022
lug,,,0.9855400323867798,0.9658875465393066
luo,,,0.9668573141098022,0.9603535532951355
mos,0.9695126414299011,,0.9715927243232727,0.9553902745246887
nya,0.9820874333381653,,0.9827551245689392,0.9673210382461548
pcm,0.9466895461082458,,0.9353053569793701,0.9569389820098877
sna,0.9873032569885254,,0.9858695864677429,0.9586049914360046
swa,0.9721213579177856,,0.9666410684585571,0.9633144736289978
tsn,0.9697092771530151,,0.9694516658782959,
twi,0.9810503125190735,,0.9811897873878479,0.9658291935920715
wol,0.9752962589263916,,0.9709374904632568,0.9611011743545532
xho,0.979852557182312,,,0.9520674347877502
yor,0.9558821320533752,,0.9595964550971985,
zul,0.9723257422447205,,,0.9679304957389832
