,DATE,PER,ORG,LOC,Mean
kin,0.9869161612995285,0.9911742053786855,0.991633388814144,0.986373126066482,0.9890242203897099
lug,0.9838431435256408,0.9980558648211885,0.9810444330696677,0.9896030297212647,0.9881366177844405
sna,0.986750025452115,0.9920835974319019,0.9921165678904286,0.9789314671439504,0.9874704144795989
twi,0.9820901747557078,0.993758052572302,0.9926671117790095,0.9813006794642567,0.9874540046428191
luo,0.978312374976277,0.9937498541882245,0.9897519710830636,0.985706291088355,0.9868801228339799
nya,0.9801020223894278,0.9941037802228064,0.9931423064776612,0.9797074947465183,0.9867639009591035
ibo,0.9824564902102244,0.9906602707897417,0.9882247728990825,0.9779754419566962,0.9848292439639361
tsn,0.979630647449137,0.9925234970226688,0.9906258583779648,0.9708335020089834,0.9834033762146885
zul,0.9762182890764267,0.9873969801534228,0.9907786901625308,0.9761708991337331,0.9826412146315283
ewe,0.9742151319091681,0.991432506561919,0.9901098380652301,0.9658740371782601,0.9804078784286443
wol,0.979425176276375,0.9891275694656831,0.9816780890348127,0.9661820593729136,0.9791032235374462
xho,0.9714469516751323,0.9882805952531906,0.9871291157721507,0.9677655034717352,0.9786555415430522
mos,0.9720686401608604,0.992923928544614,0.9872306010800324,0.9605054990973471,0.9781821672207134
bam,0.9703214361107538,0.9897518518355363,0.9764301273676416,0.9684560515397187,0.9762398667134127
swa,0.9561661547578485,0.9901051390683239,0.9829810822719173,0.9751531244897005,0.9761013751469475
yor,0.9700827961757961,0.9827603725075835,0.9878886301576126,0.9473431167543789,0.9720187288988427
pcm,0.9324908623424052,0.9944963448355554,0.9832838399429125,0.9753698617013735,0.9714102272055617
fon,0.945483539760087,0.9903998190072487,0.9883191234531273,0.9560597412221984,0.9700655558606655
hau,0.9390426618141071,0.9906016301897869,0.9825218195671575,0.9580017319837482,0.9675419608886999
bbj,0.9518856431820709,0.9887747342173734,0.9767469690409746,0.9462968313031317,0.9659260444358877
