,LOC,DATE,ORG,PER
bam,0.9999807476997375,0.9999841451644897,0.9999781250953674,0.9999943375587463
bbj,0.9999867677688599,0.999988853931427,0.9999944567680359,0.9999932646751404
ewe,0.9999936819076538,0.9999873638153076,0.9999951124191284,0.9999912977218628
fon,0.9999787211418152,0.9999704360961914,0.9999907612800598,0.9999884366989136
hau,0.9999874830245972,0.9999743700027466,0.9999876022338867,0.9999922513961792
ibo,0.9999852776527405,0.9999793767929077,0.9999925494194031,0.9999953508377075
kin,0.9999951720237732,0.9999966621398926,0.9999961256980896,0.9999966621398926
lug,0.9999945759773254,0.9999932646751404,0.9999875426292419,0.9999983906745911
luo,0.9999945163726807,0.9999942183494568,0.999994158744812,0.9999964237213135
mos,0.999985933303833,0.9999791383743286,0.9999947547912598,0.9999935626983643
nya,0.9999949932098389,0.999996542930603,0.9999961256980896,0.9999971985816956
pcm,0.9999894499778748,0.9999819993972778,0.9999840259552002,0.9999963641166687
sna,0.9999956488609314,0.999994158744812,0.9999975562095642,0.9999966621398926
swa,0.9999927282333374,0.9999686479568481,0.9999884963035583,0.9999942183494568
tsn,0.9999930262565613,0.9999967813491821,0.9999892115592957,0.9999963045120239
twi,0.999990701675415,0.9999874234199524,0.999994695186615,0.999995768070221
wol,0.9999901652336121,0.9999933838844299,0.9999951124191284,0.9999892711639404
xho,0.9999929666519165,0.9999963641166687,0.9999955892562866,0.9999915957450867
yor,0.9999862313270569,0.9999809265136719,0.9999939799308777,0.9999925494194031
zul,0.9999927282333374,0.999991774559021,0.9999968409538269,0.9999951720237732
