,PER,LOC,DATE,ORG,Mean
kin,0.747546911239624,0.9194468855857849,0.8228757977485657,0.9440928101539612,0.8925713425368266
luo,0.7680472731590271,0.92021244764328,0.8258282542228699,0.9249774813652039,0.8879415096800312
hau,0.772629976272583,0.8940010666847229,0.828689694404602,0.932685911655426,0.8829197618696425
ibo,0.742117702960968,0.9132964015007019,0.8067371845245361,0.9252318143844604,0.879017144636391
twi,0.756163477897644,0.9151901602745056,0.7745974659919739,0.9536358714103699,0.8786906229904274
nya,0.7874069809913635,0.9092537760734558,0.7882697582244873,0.9420505166053772,0.8780452515564713
tsn,0.7706778645515442,0.8961579203605652,0.8080747127532959,0.9140160083770752,0.8707481416222317
zul,0.7487030625343323,0.8934510946273804,0.7914196252822876,0.9272075295448303,0.8683007951655419
lug,0.7301791906356812,0.8878945112228394,0.7758494019508362,0.9460938572883606,0.8672053993137834
wol,0.7820956707000732,0.8762684464454651,0.7897455096244812,0.9088500738143921,0.8567940425249486
sna,0.7535800933837891,0.8778218626976013,0.7649147510528564,0.9225904941558838,0.8531182723886827
mos,0.7565860748291016,0.9038598537445068,0.7188834547996521,0.915642261505127,0.8443727890650431
xho,0.7381637692451477,0.8602966070175171,0.7674713134765625,0.910190761089325,0.8438720613523246
bam,0.7365573644638062,0.9125518798828125,0.7676219940185547,0.8293246030807495,0.8345398427614199
swa,0.7541939616203308,0.8480586409568787,0.7752510905265808,0.8771520853042603,0.8319325014656666
fon,0.7475727200508118,0.8832600712776184,0.7090032696723938,0.8994855880737305,0.8289553242571214
pcm,0.7739107012748718,0.8903753161430359,0.7136780619621277,0.8788566589355469,0.8265832284696741
ewe,0.764259934425354,0.8619195222854614,0.6926091909408569,0.9200392365455627,0.8236678254370596
yor,0.7373688220977783,0.8312000036239624,0.7428446412086487,0.8925122618675232,0.8205225607928108
bbj,0.7582494020462036,0.8050658702850342,0.7281316518783569,0.8782277703285217,0.8029151165407468
