,DATE,ORG,LOC,PER
bam,0.9999991059303284,0.9999984502792358,0.9999988675117493,0.9999993443489075
bbj,0.999998927116394,0.9999992251396179,0.9999991655349731,0.999999463558197
ewe,0.9999994039535522,0.9999991655349731,0.9999996423721313,0.9999995231628418
fon,0.9999986886978149,0.9999988675117493,0.9999991059303284,0.9999983310699463
hau,0.999998927116394,0.999999463558197,0.9999992847442627,0.9999997019767761
ibo,0.9999997615814209,0.9999984502792358,0.9999993443489075,0.9999998807907104
kin,0.9999995827674866,0.9999996423721313,0.9999997615814209,0.9999997019767761
lug,0.9999997019767761,0.9999998211860657,0.999999463558197,0.9999999403953552
luo,0.9999994039535522,0.9999990463256836,0.9999998211860657,0.9999995231628418
mos,0.9999991655349731,0.9999991655349731,0.9999995231628418,0.9999995827674866
nya,0.999999463558197,0.9999995827674866,0.9999997615814209,0.9999998211860657
pcm,0.9999988675117493,0.9999991059303284,0.9999991655349731,0.9999993443489075
sna,0.9999995231628418,0.9999998211860657,0.9999998211860657,0.9999998211860657
swa,0.9999989867210388,0.9999991059303284,0.9999992847442627,0.9999991655349731
tsn,0.9999995231628418,0.9999992847442627,0.999999463558197,0.9999997615814209
twi,0.9999985098838806,0.9999993443489075,0.9999993443489075,0.9999991655349731
wol,0.999999463558197,0.9999992847442627,0.999999463558197,0.9999995827674866
xho,0.9999996423721313,0.9999995231628418,0.9999996423721313,0.9999992251396179
yor,0.9999992251396179,0.9999993443489075,0.9999993443489075,0.9999994039535522
zul,0.9999997615814209,0.999999463558197,0.9999993443489075,0.9999992251396179
