,ORG,PER,LOC,DATE,Mean
twi,,0.9843770861625671,,,0.9843770861625671
hau,0.9814440608024597,0.9833946824073792,,,0.9824193716049194
swa,,0.979790210723877,,,0.979790210723877
nya,0.9787967801094055,,,,0.9787967801094055
pcm,,0.9846927523612976,0.9716649055480957,,0.9781788289546967
kin,0.9745866656303406,,,,0.9745866656303406
mos,0.9780547618865967,0.9704686999320984,,,0.9742617309093475
luo,0.9745639562606812,0.9734561443328857,,,0.9740100502967834
ewe,0.9734303951263428,0.9724557995796204,,,0.9729430973529816
lug,0.983169674873352,0.9609547257423401,,,0.9720622003078461
wol,0.9715777635574341,,,,0.9715777635574341
bam,0.9661270380020142,,,,0.9661270380020142
fon,,0.9642677903175354,,,0.9642677903175354
ibo,0.9733836054801941,,0.9479327201843262,,0.9606581628322601
sna,,0.9777560234069824,0.9421437978744507,,0.9599499106407166
tsn,0.9737690091133118,,0.938279390335083,,0.9560241997241974
xho,,0.950688898563385,0.9238160848617554,,0.9372524917125702
bbj,0.9758020043373108,,0.8909831643104553,,0.9333925843238831
yor,0.9780250787734985,,0.882514238357544,,0.9302696585655212
zul,,,0.9222463369369507,,0.9222463369369507
