,DATE,PER,ORG,LOC
bam,,0.9897369146347046,0.9607223272323608,0.9706175327301025
bbj,,0.9873859882354736,0.9861475825309753,0.9465661644935608
ewe,,0.984622061252594,0.9914455413818359,0.9766846895217896
fon,,0.9826483726501465,0.9875881671905518,0.9693813323974609
hau,,0.984065055847168,0.981867790222168,0.9592078924179077
ibo,,0.9923946857452393,0.9895370006561279,0.9517795443534851
kin,,0.984925389289856,0.9895214438438416,0.9815242290496826
lug,,0.9835159778594971,0.976855456829071,0.9882413744926453
luo,,0.9834502935409546,0.9734680652618408,0.9832642078399658
mos,,0.9833526015281677,0.9876186847686768,0.9665876030921936
nya,,0.9921613335609436,0.9854276776313782,0.9627771377563477
pcm,,0.9839866757392883,0.973374605178833,0.9800353050231934
sna,,0.9764586687088013,0.9792347550392151,0.9672293066978455
swa,,0.981917142868042,0.9662608504295349,0.986507773399353
tsn,,0.9833523035049438,0.9866235852241516,0.9776177406311035
twi,,0.9865553975105286,0.993347704410553,0.9845545291900635
wol,,0.9889437556266785,0.9855596423149109,0.9513247609138489
xho,,0.9672961831092834,0.9834302067756653,0.9653898477554321
yor,,0.9837907552719116,0.9823256134986877,0.9293206930160522
zul,,0.9835999011993408,0.988007128238678,0.9721377491950989
