,PER,LOC,DATE,ORG,Mean
twi,0.87627112865448,0.7638741731643677,,0.8371758460998535,0.8257737159729004
nya,0.8971160650253296,0.7524813413619995,,0.8198153376579285,0.8231375813484192
kin,0.8610265851020813,0.7681897282600403,,0.833435595035553,0.8208839694658915
sna,0.8420363068580627,0.7595900297164917,,0.8250163197517395,0.808880885442098
swa,0.8455779552459717,0.7903811931610107,,0.7789289951324463,0.8049627145131429
zul,0.8253694772720337,0.7344974279403687,,0.8432424068450928,0.8010364373524984
lug,0.8340259194374084,0.7294663190841675,,0.8359136581420898,0.7998019655545553
hau,0.868720293045044,0.720944881439209,,0.8066533803939819,0.7987728516260783
ibo,0.8539227247238159,0.7235892415046692,,0.7811771035194397,0.786229689915975
tsn,0.8195695281028748,0.7380861639976501,,0.8009169101715088,0.7861908674240112
luo,0.8536072969436646,0.772491455078125,,0.7184349298477173,0.7815112272898356
mos,0.8280750513076782,0.7123691439628601,,0.7904210090637207,0.7769550681114197
wol,0.8310338258743286,0.6853482723236084,,0.7785954475402832,0.7649925152460734
bam,0.8123975992202759,0.7656378746032715,,0.6907221078872681,0.7562525272369385
fon,0.7727453708648682,0.7305635213851929,,0.7561472654342651,0.753152052561442
ewe,0.8129076957702637,0.6943495869636536,,0.7240501046180725,0.74376912911733
pcm,0.8459808230400085,0.6794506311416626,,0.6792762875556946,0.734902580579122
xho,0.709676206111908,0.6867968440055847,,0.7998804450035095,0.7321178317070007
bbj,0.7877044081687927,0.5858900547027588,,0.7233612537384033,0.698985238869985
yor,,0.5137736201286316,,0.7169426679611206,0.6153581440448761
