,ORG,LOC,PER,DATE,Mean
lug,0.9999616256695801,0.9999612040308814,0.9999928689328675,0.9999646528993253,0.9999700878831637
sna,0.9999715075146678,0.9999743123410446,0.9999692469996343,0.9999613718916994,0.9999691096867616
wol,0.9999741608645879,0.999960536703592,0.9999780032990258,0.9999250021820754,0.9999594257623201
kin,0.9999711839815912,0.9999688348216442,0.9999721314784559,0.9999222061977932,0.9999585891198711
hau,0.9999616750369911,0.9999505817151981,0.9999749256959509,0.9999465894490519,0.999958442974298
xho,0.9999625209922577,0.9999563275000151,0.9999320946784993,0.9999729975105449,0.9999559851703292
zul,0.9999748814701646,0.9999485395488041,0.9999549432431338,0.9999318845206598,0.9999525621956906
nya,0.9999497549679546,0.999978602005319,0.9999697496601753,0.9999115749727013,0.9999524204015375
ibo,0.9999034715166548,0.9999504818749898,0.9999827332194658,0.9999531831485863,0.9999474674399241
twi,0.999962893160429,0.9999399916505608,0.999979686858173,0.9999045511228026,0.9999467806979914
bam,0.9999609407469668,0.9999425405745059,0.9999734201943166,0.9998956296359794,0.9999431327879421
swa,0.9999358272877911,0.9999402895594178,0.9999735959245941,0.9999098948892224,0.9999399019152563
luo,0.999923248062135,0.9999596382770202,0.9999587194750688,0.999917181296157,0.9999396967775952
mos,0.9999646379422541,0.9998907253747821,0.999969999030533,0.9998949921654607,0.9999300886282575
tsn,0.9999275805478884,0.9998817827562246,0.9999459911309623,0.9999369354815331,0.9999230724791521
fon,0.9999591802768518,0.9998707086367332,0.999944463461723,0.9998246788686393,0.9998997578109868
ewe,0.9999322428943767,0.9998771952710661,0.9999659416608718,0.9998135404091023,0.9998972300588542
bbj,0.999913473490098,0.9998775359058587,0.999968916762229,0.9997491881091318,0.9998772785668294
yor,0.9999075773909273,0.9998382429933972,0.9998785572388253,0.9998585542096537,0.9998707329582008
pcm,0.9998497028613078,0.9998735702891464,0.9999723919845533,0.9997251059425744,0.9998551927693955
