,PER,LOC,DATE,ORG
bam,0.9999682903289795,0.999866247177124,,0.9996401071548462
bbj,0.9998908638954163,0.9996545910835266,,0.999805748462677
ewe,0.9998996257781982,0.9999352097511292,,0.9998223781585693
fon,0.9998886585235596,0.9974112510681152,,0.9998241662979126
hau,0.9990905523300171,0.9998424053192139,,0.9983657002449036
ibo,0.9999663829803467,0.9998752474784851,,0.999649167060852
kin,0.9999469518661499,0.999937891960144,,0.9999080896377563
lug,0.9999377131462097,0.9999707341194153,,0.9997756481170654
luo,0.9998976588249207,0.9999552369117737,,0.9998652935028076
mos,0.9998778700828552,0.9998588562011719,,0.9997660517692566
nya,0.9999725818634033,0.999782383441925,,0.9999437928199768
pcm,0.9985789656639099,0.9967824816703796,,0.9988794922828674
sna,0.9994556903839111,0.999907910823822,,0.9998779892921448
swa,0.9999361038208008,0.9999587535858154,,0.9995521306991577
tsn,0.9998717308044434,0.9992713928222656,,0.9999141097068787
twi,0.9995523691177368,0.9999389052391052,,0.9999243021011353
wol,0.9999454617500305,0.9997889995574951,,0.9999276995658875
xho,0.999783992767334,0.9997813701629639,,0.9995661973953247
yor,0.9997684955596924,0.9997680187225342,,0.9998413920402527
zul,0.9999083876609802,0.999704122543335,,0.9999226331710815
