Model,CLS,CTX,HYB,Tokens,Window,Rank,Language,MeanSim,Family
mbert,true,false,true,500,3,6,sna,0.636,Bantu
mbert,true,false,true,500,3,7,kin,0.6351,Bantu
mbert,true,false,true,500,3,8,ewe,0.625,Kwa
mbert,true,false,true,500,3,9,pcm,0.6234,English Creole
mbert,true,false,true,500,3,10,nya,0.6233,Bantu
mbert,true,false,true,500,3,11,hau,0.6108,Chadic
mbert,true,false,true,500,3,12,xho,0.608,Bantu
mbert,true,false,true,500,3,13,zul,0.6079,Bantu
mbert,true,false,true,500,3,14,tsn,0.6073,Bantu
mbert,true,false,true,500,3,15,fon,0.6046,Kwa
mbert,true,false,true,500,3,16,bam,0.6036,Mande
mbert,true,false,true,500,3,17,wol,0.5987,Atlantic-Congo
mbert,true,false,true,500,3,18,mos,0.5952,Gur
mbert,true,false,true,500,3,19,bbj,0.571,Bantu
mbert,true,false,true,500,3,20,yor,0.5498,Volta-Niger
mbert,true,false,true,500,0,1,lug,0.6867,Bantu
mbert,true,false,true,500,0,2,twi,0.6535,Kwa
mbert,true,false,true,500,0,3,luo,0.652,Nilotic
mbert,true,false,true,500,0,4,ibo,0.6389,Volta-Niger
mbert,true,false,true,500,0,5,swa,0.6382,Bantu
mbert,true,false,true,500,0,6,sna,0.636,Bantu
mbert,true,false,true,500,0,7,kin,0.6351,Bantu
mbert,true,false,true,500,0,8,ewe,0.625,Kwa
mbert,true,false,true,500,0,9,pcm,0.6234,English Creole
mbert,true,false,true,500,0,10,nya,0.6233,Bantu
mbert,true,false,true,500,0,11,hau,0.6108,Chadic
mbert,true,false,true,500,0,12,xho,0.608,Bantu
mbert,true,false,true,500,0,13,zul,0.6079,Bantu
mbert,true,false,true,500,0,14,tsn,0.6073,Bantu
mbert,true,false,true,500,0,15,fon,0.6046,Kwa
mbert,true,false,true,500,0,16,bam,0.6036,Mande
mbert,true,false,true,500,0,17,wol,0.5987,Atlantic-Congo
mbert,true,false,true,500,0,18,mos,0.5952,Gur
mbert,true,false,true,500,0,19,bbj,0.571,Bantu
mbert,true,false,true,500,0,20,yor,0.5498,Volta-Niger
mbert,true,false,true,400,1,1,lug,0.6919,Bantu
mbert,true,false,true,400,1,2,twi,0.6542,Kwa
mbert,true,false,true,400,1,3,luo,0.6527,Nilotic
mbert,true,false,true,400,1,4,ibo,0.6416,Volta-Niger
mbert,true,false,true,400,1,5,sna,0.6357,Bantu
mbert,true,false,true,400,1,6,swa,0.6352,Bantu
mbert,true,false,true,400,1,7,kin,0.6331,Bantu
mbert,true,false,true,400,1,8,nya,0.6275,Bantu
mbert,true,false,true,400,1,9,tsn,0.6257,Bantu
mbert,true,false,true,400,1,10,ewe,0.6237,Kwa
mbert,true,false,true,400,1,11,pcm,0.6204,English Creole
mbert,true,false,true,400,1,12,hau,0.6088,Chadic
mbert,true,false,true,400,1,13,zul,0.6074,Bantu
mbert,true,false,true,400,1,14,fon,0.6046,Kwa
mbert,true,false,true,400,1,15,xho,0.6045,Bantu
mbert,true,false,true,400,1,16,bam,0.6017,Mande
mbert,true,false,true,400,1,17,wol,0.5951,Atlantic-Congo
mbert,true,false,true,400,1,18,mos,0.5925,Gur
mbert,true,false,true,400,1,19,bbj,0.5672,Bantu
mbert,true,false,true,400,1,20,yor,0.5432,Volta-Niger
mbert,true,false,true,300,2,1,lug,0.6873,Bantu
mbert,true,false,true,300,2,2,twi,0.6605,Kwa
mbert,true,false,true,300,2,3,luo,0.6497,Nilotic
mbert,true,false,true,300,2,4,ibo,0.6453,Volta-Niger
mbert,true,false,true,300,2,5,swa,0.6425,Bantu
mbert,true,false,true,300,2,6,kin,0.6414,Bantu
mbert,true,false,true,300,2,7,sna,0.6335,Bantu
mbert,true,false,true,300,2,8,tsn,0.6257,Bantu
mbert,true,false,true,300,2,9,nya,0.625,Bantu
mbert,true,false,true,300,2,10,ewe,0.6244,Kwa
mbert,true,false,true,300,2,11,pcm,0.6218,English Creole
mbert,true,false,true,300,2,12,hau,0.6125,Chadic
mbert,true,false,true,300,2,13,zul,0.6099,Bantu
mbert,true,false,true,300,2,14,fon,0.6081,Kwa
mbert,true,false,true,300,2,15,xho,0.6073,Bantu
mbert,true,false,true,300,2,16,bam,0.6055,Mande
mbert,true,false,true,300,2,17,wol,0.5967,Atlantic-Congo
mbert,true,false,true,300,2,18,mos,0.5898,Gur
mbert,true,false,true,300,2,19,bbj,0.5726,Bantu
mbert,true,false,true,300,2,20,yor,0.5433,Volta-Niger
mbert,true,false,true,200,3,1,lug,0.6825,Bantu
mbert,true,false,true,200,3,2,twi,0.658,Kwa
mbert,true,false,true,200,3,3,luo,0.6498,Nilotic
mbert,true,false,true,200,3,4,ibo,0.6476,Volta-Niger
mbert,true,false,true,200,3,5,kin,0.6443,Bantu
mbert,true,false,true,200,3,6,swa,0.638,Bantu
mbert,true,false,true,200,3,7,sna,0.6352,Bantu
mbert,true,false,true,200,3,8,pcm,0.6225,English Creole
mbert,true,false,true,200,3,9,tsn,0.6185,Bantu
mbert,true,false,true,200,3,10,ewe,0.6175,Kwa
mbert,true,false,true,200,3,11,nya,0.6154,Bantu
mbert,true,false,true,200,3,12,hau,0.6081,Chadic
mbert,true,false,true,200,3,13,fon,0.6053,Kwa
mbert,true,false,true,200,3,14,xho,0.6048,Bantu
mbert,true,false,true,200,3,15,bam,0.6037,Mande
mbert,true,false,true,200,3,16,zul,0.6004,Bantu
mbert,true,false,true,200,3,17,wol,0.5932,Atlantic-Congo
mbert,true,false,true,200,3,18,mos,0.5858,Gur
mbert,true,false,true,200,3,19,bbj,0.5728,Bantu
mbert,true,false,true,200,3,20,yor,0.5472,Volta-Niger
mbert,true,false,true,300,3,1,lug,0.6873,Bantu
mbert,true,false,true,300,3,2,twi,0.6605,Kwa
mbert,true,false,true,300,3,3,luo,0.6497,Nilotic
mbert,true,false,true,300,3,4,ibo,0.6453,Volta-Niger
mbert,true,false,true,300,3,5,swa,0.6425,Bantu
mbert,true,false,true,300,3,6,kin,0.6414,Bantu
mbert,true,false,true,300,3,7,sna,0.6335,Bantu
mbert,true,false,true,300,3,8,tsn,0.6257,Bantu
mbert,true,false,true,300,3,9,nya,0.625,Bantu
mbert,true,false,true,300,3,10,ewe,0.6244,Kwa
mbert,true,false,true,300,3,11,pcm,0.6218,English Creole
mbert,true,false,true,300,3,12,hau,0.6125,Chadic
mbert,true,false,true,300,3,13,zul,0.6099,Bantu
mbert,true,false,true,300,3,14,fon,0.6081,Kwa
mbert,true,false,true,300,3,15,xho,0.6073,Bantu
mbert,true,false,true,300,3,16,bam,0.6055,Mande
mbert,true,false,true,300,3,17,wol,0.5967,Atlantic-Congo
mbert,true,false,true,300,3,18,mos,0.5898,Gur
mbert,true,false,true,300,3,19,bbj,0.5726,Bantu
mbert,true,false,true,300,3,20,yor,0.5433,Volta-Niger
mbert,true,false,true,500,1,1,lug,0.6867,Bantu
mbert,true,false,true,500,1,2,twi,0.6535,Kwa
mbert,true,false,true,500,1,3,luo,0.652,Nilotic
mbert,true,false,true,500,1,4,ibo,0.6389,Volta-Niger
mbert,true,false,true,500,1,5,swa,0.6382,Bantu
mbert,true,false,true,500,1,6,sna,0.636,Bantu
mbert,true,false,true,500,1,7,kin,0.6351,Bantu
mbert,true,false,true,500,1,8,ewe,0.625,Kwa
mbert,true,false,true,500,1,9,pcm,0.6234,English Creole
mbert,true,false,true,500,1,10,nya,0.6233,Bantu
mbert,true,false,true,500,1,11,hau,0.6108,Chadic
mbert,true,false,true,500,1,12,xho,0.608,Bantu
mbert,true,false,true,500,1,13,zul,0.6079,Bantu
mbert,true,false,true,500,1,14,tsn,0.6073,Bantu
mbert,true,false,true,500,1,15,fon,0.6046,Kwa
mbert,true,false,true,500,1,16,bam,0.6036,Mande
mbert,true,false,true,500,1,17,wol,0.5987,Atlantic-Congo
mbert,true,false,true,500,1,18,mos,0.5952,Gur
mbert,true,false,true,500,1,19,bbj,0.571,Bantu
mbert,true,false,true,500,1,20,yor,0.5498,Volta-Niger
mbert,true,false,true,400,2,1,lug,0.6919,Bantu
mbert,true,false,true,400,2,2,twi,0.6542,Kwa
mbert,true,false,true,400,2,3,luo,0.6527,Nilotic
mbert,true,false,true,400,2,4,ibo,0.6416,Volta-Niger
mbert,true,false,true,400,2,5,sna,0.6357,Bantu
mbert,true,false,true,400,2,6,swa,0.6352,Bantu
mbert,true,false,true,400,2,7,kin,0.6331,Bantu
mbert,true,false,true,400,2,8,nya,0.6275,Bantu
mbert,true,false,true,400,2,9,tsn,0.6257,Bantu
mbert,true,false,true,400,2,10,ewe,0.6237,Kwa
mbert,true,false,true,400,2,11,pcm,0.6204,English Creole
mbert,true,false,true,400,2,12,hau,0.6088,Chadic
mbert,true,false,true,400,2,13,zul,0.6074,Bantu
mbert,true,false,true,400,2,14,fon,0.6046,Kwa
mbert,true,false,true,400,2,15,xho,0.6045,Bantu
mbert,true,false,true,400,2,16,bam,0.6017,Mande
mbert,true,false,true,400,2,17,wol,0.5951,Atlantic-Congo
mbert,true,false,true,400,2,18,mos,0.5925,Gur
mbert,true,false,true,400,2,19,bbj,0.5672,Bantu
mbert,true,false,true,400,2,20,yor,0.5432,Volta-Niger
mbert,true,false,true,200,2,1,lug,0.6825,Bantu
mbert,true,false,true,200,2,2,twi,0.658,Kwa
mbert,true,false,true,200,2,3,luo,0.6498,Nilotic
mbert,true,false,true,200,2,4,ibo,0.6476,Volta-Niger
