Model,CLS,CTX,HYB,Tokens,Window,Rank,Language,MeanSim,Family
mbert,true,true,false,200,0,15,pcm,0.9346,English Creole
mbert,true,true,false,200,0,16,wol,0.9304,Atlantic-Congo
mbert,true,true,false,200,0,17,xho,0.9282,Bantu
mbert,true,true,false,200,0,18,mos,0.9276,Gur
mbert,true,true,false,200,0,19,bbj,0.9091,Bantu
mbert,true,true,false,200,0,20,yor,0.8971,Volta-Niger
mbert,true,true,false,400,0,1,lug,0.9832,Bantu
mbert,true,true,false,400,0,2,luo,0.9725,Nilotic
mbert,true,true,false,400,0,3,twi,0.9703,Kwa
mbert,true,true,false,400,0,4,swa,0.9701,Bantu
mbert,true,true,false,400,0,5,kin,0.966,Bantu
mbert,true,true,false,400,0,6,ibo,0.9632,Volta-Niger
mbert,true,true,false,400,0,7,tsn,0.9544,Bantu
mbert,true,true,false,400,0,8,ewe,0.9539,Kwa
mbert,true,true,false,400,0,9,sna,0.9518,Bantu
mbert,true,true,false,400,0,10,nya,0.9507,Bantu
mbert,true,true,false,400,0,11,bam,0.9432,Mande
mbert,true,true,false,400,0,12,zul,0.9404,Bantu
mbert,true,true,false,400,0,13,fon,0.9403,Kwa
mbert,true,true,false,400,0,14,hau,0.9371,Chadic
mbert,true,true,false,400,0,15,pcm,0.9335,English Creole
mbert,true,true,false,400,0,16,mos,0.9302,Gur
mbert,true,true,false,400,0,17,wol,0.9278,Atlantic-Congo
mbert,true,true,false,400,0,18,xho,0.9261,Bantu
mbert,true,true,false,400,0,19,bbj,0.9079,Bantu
mbert,true,true,false,400,0,20,yor,0.8951,Volta-Niger
mbert,true,true,false,500,3,1,lug,0.9949,Bantu
mbert,true,true,false,500,3,2,kin,0.9929,Bantu
mbert,true,true,false,500,3,3,nya,0.9922,Bantu
mbert,true,true,false,500,3,4,sna,0.9915,Bantu
mbert,true,true,false,500,3,5,zul,0.9876,Bantu
mbert,true,true,false,500,3,6,xho,0.9874,Bantu
mbert,true,true,false,500,3,7,tsn,0.9873,Bantu
mbert,true,true,false,500,3,8,luo,0.9867,Nilotic
mbert,true,true,false,500,3,9,wol,0.9822,Atlantic-Congo
mbert,true,true,false,500,3,10,hau,0.9821,Chadic
mbert,true,true,false,500,3,11,ibo,0.9806,Volta-Niger
mbert,true,true,false,500,3,12,swa,0.9746,Bantu
mbert,true,true,false,500,3,13,twi,0.9733,Kwa
mbert,true,true,false,500,3,14,ewe,0.9723,Kwa
mbert,true,true,false,500,3,15,bam,0.9721,Mande
mbert,true,true,false,500,3,16,mos,0.9703,Gur
mbert,true,true,false,500,3,17,yor,0.9542,Volta-Niger
mbert,true,true,false,500,3,18,pcm,0.9523,English Creole
mbert,true,true,false,500,3,19,fon,0.9384,Kwa
mbert,true,true,false,500,3,20,bbj,0.9102,Bantu
mbert,true,true,false,500,0,1,lug,0.9824,Bantu
mbert,true,true,false,500,0,2,luo,0.9723,Nilotic
mbert,true,true,false,500,0,3,swa,0.9716,Bantu
mbert,true,true,false,500,0,4,twi,0.9711,Kwa
mbert,true,true,false,500,0,5,kin,0.9663,Bantu
mbert,true,true,false,500,0,6,ibo,0.9636,Volta-Niger
mbert,true,true,false,500,0,7,ewe,0.9545,Kwa
mbert,true,true,false,500,0,8,sna,0.9531,Bantu
mbert,true,true,false,500,0,9,nya,0.9501,Bantu
mbert,true,true,false,500,0,10,tsn,0.9491,Bantu
mbert,true,true,false,500,0,11,bam,0.9449,Mande
mbert,true,true,false,500,0,12,zul,0.943,Bantu
mbert,true,true,false,500,0,13,fon,0.942,Kwa
mbert,true,true,false,500,0,14,hau,0.94,Chadic
mbert,true,true,false,500,0,15,pcm,0.9367,English Creole
mbert,true,true,false,500,0,16,mos,0.933,Gur
mbert,true,true,false,500,0,17,wol,0.9314,Atlantic-Congo
mbert,true,true,false,500,0,18,xho,0.9286,Bantu
mbert,true,true,false,500,0,19,bbj,0.9118,Bantu
mbert,true,true,false,500,0,20,yor,0.9011,Volta-Niger
mbert,true,true,false,400,1,1,lug,0.9922,Bantu
mbert,true,true,false,400,1,2,kin,0.9914,Bantu
mbert,true,true,false,400,1,3,nya,0.9904,Bantu
mbert,true,true,false,400,1,4,sna,0.9894,Bantu
mbert,true,true,false,400,1,5,luo,0.9858,Nilotic
mbert,true,true,false,400,1,6,xho,0.9847,Bantu
mbert,true,true,false,400,1,7,twi,0.9837,Kwa
mbert,true,true,false,400,1,8,tsn,0.9833,Bantu
mbert,true,true,false,400,1,9,ibo,0.982,Volta-Niger
mbert,true,true,false,400,1,10,zul,0.9815,Bantu
mbert,true,true,false,400,1,11,hau,0.9812,Chadic
mbert,true,true,false,400,1,12,swa,0.9802,Bantu
mbert,true,true,false,400,1,13,wol,0.9802,Atlantic-Congo
mbert,true,true,false,400,1,14,bam,0.9746,Mande
mbert,true,true,false,400,1,15,ewe,0.9725,Kwa
mbert,true,true,false,400,1,16,mos,0.9721,Gur
mbert,true,true,false,400,1,17,fon,0.9559,Kwa
mbert,true,true,false,400,1,18,yor,0.9526,Volta-Niger
mbert,true,true,false,400,1,19,pcm,0.9522,English Creole
mbert,true,true,false,400,1,20,bbj,0.9309,Bantu
mbert,true,true,false,300,2,1,lug,0.9944,Bantu
mbert,true,true,false,300,2,2,kin,0.9925,Bantu
mbert,true,true,false,300,2,3,nya,0.9914,Bantu
mbert,true,true,false,300,2,4,sna,0.9901,Bantu
mbert,true,true,false,300,2,5,xho,0.987,Bantu
mbert,true,true,false,300,2,6,tsn,0.9851,Bantu
mbert,true,true,false,300,2,7,luo,0.985,Nilotic
mbert,true,true,false,300,2,8,zul,0.985,Bantu
mbert,true,true,false,300,2,9,wol,0.9817,Atlantic-Congo
mbert,true,true,false,300,2,10,hau,0.981,Chadic
mbert,true,true,false,300,2,11,ibo,0.9796,Volta-Niger
mbert,true,true,false,300,2,12,twi,0.9787,Kwa
mbert,true,true,false,300,2,13,swa,0.9786,Bantu
mbert,true,true,false,300,2,14,bam,0.9738,Mande
mbert,true,true,false,300,2,15,ewe,0.973,Kwa
mbert,true,true,false,300,2,16,mos,0.9695,Gur
mbert,true,true,false,300,2,17,yor,0.9543,Volta-Niger
mbert,true,true,false,300,2,18,pcm,0.9514,English Creole
mbert,true,true,false,300,2,19,fon,0.939,Kwa
mbert,true,true,false,300,2,20,bbj,0.9235,Bantu
mbert,true,true,false,200,3,1,lug,0.9948,Bantu
mbert,true,true,false,200,3,2,kin,0.9927,Bantu
mbert,true,true,false,200,3,3,nya,0.9919,Bantu
mbert,true,true,false,200,3,4,sna,0.991,Bantu
mbert,true,true,false,200,3,5,xho,0.9889,Bantu
mbert,true,true,false,200,3,6,zul,0.9879,Bantu
mbert,true,true,false,200,3,7,tsn,0.9862,Bantu
mbert,true,true,false,200,3,8,luo,0.9849,Nilotic
mbert,true,true,false,200,3,9,wol,0.981,Atlantic-Congo
mbert,true,true,false,200,3,10,hau,0.9806,Chadic
mbert,true,true,false,200,3,11,ibo,0.9798,Volta-Niger
mbert,true,true,false,200,3,12,twi,0.9757,Kwa
mbert,true,true,false,200,3,13,swa,0.9735,Bantu
mbert,true,true,false,200,3,14,bam,0.9728,Mande
mbert,true,true,false,200,3,15,ewe,0.9718,Kwa
mbert,true,true,false,200,3,16,mos,0.9681,Gur
mbert,true,true,false,200,3,17,yor,0.9531,Volta-Niger
mbert,true,true,false,200,3,18,pcm,0.952,English Creole
mbert,true,true,false,200,3,19,fon,0.9333,Kwa
mbert,true,true,false,200,3,20,bbj,0.9223,Bantu
mbert,true,true,false,300,3,1,lug,0.9951,Bantu
mbert,true,true,false,300,3,2,kin,0.9927,Bantu
mbert,true,true,false,300,3,3,nya,0.9922,Bantu
mbert,true,true,false,300,3,4,sna,0.9913,Bantu
mbert,true,true,false,300,3,5,xho,0.9878,Bantu
mbert,true,true,false,300,3,6,tsn,0.9869,Bantu
mbert,true,true,false,300,3,7,zul,0.9867,Bantu
mbert,true,true,false,300,3,8,luo,0.9858,Nilotic
mbert,true,true,false,300,3,9,wol,0.9819,Atlantic-Congo
mbert,true,true,false,300,3,10,hau,0.9814,Chadic
mbert,true,true,false,300,3,11,ibo,0.9796,Volta-Niger
mbert,true,true,false,300,3,12,twi,0.975,Kwa
mbert,true,true,false,300,3,13,swa,0.9748,Bantu
mbert,true,true,false,300,3,14,bam,0.9725,Mande
mbert,true,true,false,300,3,15,ewe,0.972,Kwa
mbert,true,true,false,300,3,16,mos,0.968,Gur
mbert,true,true,false,300,3,17,yor,0.9531,Volta-Niger
mbert,true,true,false,300,3,18,pcm,0.9518,English Creole
mbert,true,true,false,300,3,19,fon,0.9367,Kwa
mbert,true,true,false,300,3,20,bbj,0.9203,Bantu
mbert,true,true,false,500,1,1,lug,0.992,Bantu
mbert,true,true,false,500,1,2,kin,0.9914,Bantu
mbert,true,true,false,500,1,3,nya,0.99,Bantu
mbert,true,true,false,500,1,4,sna,0.9891,Bantu
mbert,true,true,false,500,1,5,luo,0.986,Nilotic
mbert,true,true,false,500,1,6,xho,0.9843,Bantu
mbert,true,true,false,500,1,7,twi,0.9826,Kwa
mbert,true,true,false,500,1,8,ibo,0.9823,Volta-Niger
mbert,true,true,false,500,1,9,tsn,0.9822,Bantu
mbert,true,true,false,500,1,10,zul,0.9821,Bantu
mbert,true,true,false,500,1,11,hau,0.9817,Chadic
mbert,true,true,false,500,1,12,wol,0.9806,Atlantic-Congo
mbert,true,true,false,500,1,13,swa,0.98,Bantu
mbert,true,true,false,500,1,14,bam,0.9746,Mande
mbert,true,true,false,500,1,15,mos,0.9731,Gur
mbert,true,true,false,500,1,16,ewe,0.9726,Kwa
mbert,true,true,false,500,1,17,fon,0.9568,Kwa
mbert,true,true,false,500,1,18,yor,0.9546,Volta-Niger
mbert,true,true,false,500,1,19,pcm,0.9523,English Creole
mbert,true,true,false,500,1,20,bbj,0.9288,Bantu
mbert,true,true,false,400,2,1,lug,0.9943,Bantu
mbert,true,true,false,400,2,2,kin,0.9925,Bantu
mbert,true,true,false,400,2,3,nya,0.9916,Bantu
mbert,true,true,false,400,2,4,sna,0.9907,Bantu
mbert,true,true,false,400,2,5,xho,0.9874,Bantu
mbert,true,true,false,400,2,6,luo,0.9861,Nilotic
mbert,true,true,false,400,2,7,tsn,0.9858,Bantu
mbert,true,true,false,400,2,8,zul,0.9849,Bantu
mbert,true,true,false,400,2,9,wol,0.9815,Atlantic-Congo
mbert,true,true,false,400,2,10,hau,0.9811,Chadic
mbert,true,true,false,400,2,11,ibo,0.9801,Volta-Niger
mbert,true,true,false,400,2,12,swa,0.9787,Bantu
mbert,true,true,false,400,2,13,twi,0.9782,Kwa
mbert,true,true,false,400,2,14,bam,0.9734,Mande
mbert,true,true,false,400,2,15,ewe,0.9728,Kwa
mbert,true,true,false,400,2,16,mos,0.971,Gur
mbert,true,true,false,400,2,17,yor,0.9542,Volta-Niger
mbert,true,true,false,400,2,18,pcm,0.952,English Creole
mbert,true,true,false,400,2,19,fon,0.9404,Kwa
mbert,true,true,false,400,2,20,bbj,0.9187,Bantu
mbert,true,true,false,200,2,1,lug,0.9946,Bantu
mbert,true,true,false,200,2,2,kin,0.9921,Bantu
mbert,true,true,false,200,2,3,nya,0.9911,Bantu
mbert,true,true,false,200,2,4,sna,0.99,Bantu
mbert,true,true,false,200,2,5,xho,0.9875,Bantu
mbert,true,true,false,200,2,6,zul,0.9856,Bantu
mbert,true,true,false,200,2,7,tsn,0.9845,Bantu
mbert,true,true,false,200,2,8,luo,0.9844,Nilotic
mbert,true,true,false,200,2,9,wol,0.9808,Atlantic-Congo
mbert,true,true,false,200,2,10,hau,0.9802,Chadic
mbert,true,true,false,200,2,11,ibo,0.9801,Volta-Niger
mbert,true,true,false,200,2,12,twi,0.9789,Kwa
mbert,true,true,false,200,2,13,swa,0.9777,Bantu
mbert,true,true,false,200,2,14,bam,0.9743,Mande
mbert,true,true,false,200,2,15,ewe,0.9726,Kwa
mbert,true,true,false,200,2,16,mos,0.9697,Gur
mbert,true,true,false,200,2,17,yor,0.9545,Volta-Niger
mbert,true,true,false,200,2,18,pcm,0.9522,English Creole
mbert,true,true,false,200,2,19,fon,0.9365,Kwa
mbert,true,true,false,200,2,20,bbj,0.9261,Bantu
mbert,false,false,false,300,1,1,lug,0.9566,Bantu
mbert,false,false,false,300,1,2,kin,0.9485,Bantu
mbert,false,false,false,300,1,3,luo,0.9456,Nilotic
mbert,false,false,false,300,1,4,twi,0.9391,Kwa
mbert,false,false,false,300,1,5,ibo,0.9389,Volta-Niger
mbert,false,false,false,300,1,6,swa,0.9326,Bantu
mbert,false,false,false,300,1,7,nya,0.9173,Bantu
mbert,false,false,false,300,1,8,tsn,0.9139,Bantu
mbert,false,false,false,300,1,9,bam,0.9043,Mande
mbert,false,false,false,300,1,10,sna,0.903,Bantu
mbert,false,false,false,300,1,11,ewe,0.9002,Kwa
mbert,false,false,false,300,1,12,wol,0.8988,Atlantic-Congo
mbert,false,false,false,300,1,13,hau,0.8965,Chadic
mbert,false,false,false,300,1,14,fon,0.8944,Kwa
mbert,false,false,false,300,1,15,zul,0.8901,Bantu
mbert,false,false,false,300,1,16,pcm,0.8884,English Creole
mbert,false,false,false,300,1,17,xho,0.879,Bantu
mbert,false,false,false,300,1,18,mos,0.8672,Gur
mbert,false,false,false,300,1,19,bbj,0.8378,Bantu
mbert,false,false,false,300,1,20,yor,0.7905,Volta-Niger
mbert,false,false,false,300,0,1,lug,0.9566,Bantu
mbert,false,false,false,300,0,2,kin,0.9485,Bantu
mbert,false,false,false,300,0,3,luo,0.9456,Nilotic
mbert,false,false,false,300,0,4,twi,0.9391,Kwa
mbert,false,false,false,300,0,5,ibo,0.9389,Volta-Niger
mbert,false,false,false,300,0,6,swa,0.9326,Bantu
mbert,false,false,false,300,0,7,nya,0.9173,Bantu
mbert,false,false,false,300,0,8,tsn,0.9139,Bantu
mbert,false,false,false,300,0,9,bam,0.9043,Mande
mbert,false,false,false,300,0,10,sna,0.903,Bantu
mbert,false,false,false,300,0,11,ewe,0.9002,Kwa
mbert,false,false,false,300,0,12,wol,0.8988,Atlantic-Congo
mbert,false,false,false,300,0,13,hau,0.8965,Chadic
mbert,false,false,false,300,0,14,fon,0.8944,Kwa
mbert,false,false,false,300,0,15,zul,0.8901,Bantu
mbert,false,false,false,300,0,16,pcm,0.8884,English Creole
mbert,false,false,false,300,0,17,xho,0.879,Bantu
mbert,false,false,false,300,0,18,mos,0.8672,Gur
mbert,false,false,false,300,0,19,bbj,0.8378,Bantu
mbert,false,false,false,300,0,20,yor,0.7905,Volta-Niger
mbert,false,false,false,200,1,1,lug,0.9519,Bantu
mbert,false,false,false,200,1,2,kin,0.946,Bantu
mbert,false,false,false,200,1,3,luo,0.9457,Nilotic
mbert,false,false,false,200,1,4,ibo,0.9397,Volta-Niger
mbert,false,false,false,200,1,5,twi,0.9348,Kwa
mbert,false,false,false,200,1,6,swa,0.9339,Bantu
mbert,false,false,false,200,1,7,nya,0.9142,Bantu
mbert,false,false,false,200,1,8,tsn,0.9119,Bantu
mbert,false,false,false,200,1,9,sna,0.9027,Bantu
mbert,false,false,false,200,1,10,bam,0.9019,Mande
mbert,false,false,false,200,1,11,ewe,0.8963,Kwa
mbert,false,false,false,200,1,12,wol,0.896,Atlantic-Congo
mbert,false,false,false,200,1,13,fon,0.8926,Kwa
mbert,false,false,false,200,1,14,hau,0.8911,Chadic
mbert,false,false,false,200,1,15,pcm,0.8882,English Creole
mbert,false,false,false,200,1,16,zul,0.8852,Bantu
mbert,false,false,false,200,1,17,xho,0.8808,Bantu
mbert,false,false,false,200,1,18,mos,0.8649,Gur
mbert,false,false,false,200,1,19,bbj,0.8337,Bantu
mbert,false,false,false,200,1,20,yor,0.7981,Volta-Niger
mbert,false,false,false,500,2,1,lug,0.9574,Bantu
mbert,false,false,false,500,2,2,kin,0.9468,Bantu
mbert,false,false,false,500,2,3,luo,0.9451,Nilotic
mbert,false,false,false,500,2,4,ibo,0.9356,Volta-Niger
mbert,false,false,false,500,2,5,twi,0.9331,Kwa
mbert,false,false,false,500,2,6,swa,0.9319,Bantu
mbert,false,false,false,500,2,7,nya,0.9149,Bantu
mbert,false,false,false,500,2,8,tsn,0.9096,Bantu
mbert,false,false,false,500,2,9,sna,0.9077,Bantu
mbert,false,false,false,500,2,10,bam,0.9034,Mande
mbert,false,false,false,500,2,11,wol,0.9011,Atlantic-Congo
mbert,false,false,false,500,2,12,ewe,0.9004,Kwa
mbert,false,false,false,500,2,13,fon,0.9004,Kwa
mbert,false,false,false,500,2,14,hau,0.8994,Chadic
mbert,false,false,false,500,2,15,zul,0.8954,Bantu
mbert,false,false,false,500,2,16,pcm,0.8855,English Creole
mbert,false,false,false,500,2,17,xho,0.8841,Bantu
mbert,false,false,false,500,2,18,mos,0.881,Gur
mbert,false,false,false,500,2,19,bbj,0.8376,Bantu
mbert,false,false,false,500,2,20,yor,0.8002,Volta-Niger
mbert,false,false,false,400,3,1,lug,0.9575,Bantu
mbert,false,false,false,400,3,2,luo,0.9466,Nilotic
mbert,false,false,false,400,3,3,kin,0.9453,Bantu
mbert,false,false,false,400,3,4,ibo,0.9367,Volta-Niger
mbert,false,false,false,400,3,5,twi,0.9351,Kwa
mbert,false,false,false,400,3,6,swa,0.9305,Bantu
mbert,false,false,false,400,3,7,tsn,0.9185,Bantu
mbert,false,false,false,400,3,8,nya,0.9167,Bantu
mbert,false,false,false,400,3,9,sna,0.9082,Bantu
mbert,false,false,false,400,3,10,bam,0.9027,Mande
mbert,false,false,false,400,3,11,ewe,0.9001,Kwa
mbert,false,false,false,400,3,12,fon,0.8982,Kwa
mbert,false,false,false,400,3,13,wol,0.8969,Atlantic-Congo
mbert,false,false,false,400,3,14,hau,0.895,Chadic
mbert,false,false,false,400,3,15,zul,0.8933,Bantu
mbert,false,false,false,400,3,16,pcm,0.8836,English Creole
mbert,false,false,false,400,3,17,xho,0.8834,Bantu
mbert,false,false,false,400,3,18,mos,0.8763,Gur
mbert,false,false,false,400,3,19,bbj,0.8339,Bantu
mbert,false,false,false,400,3,20,yor,0.789,Volta-Niger
mbert,false,false,false,200,0,1,lug,0.9519,Bantu
mbert,false,false,false,200,0,2,kin,0.946,Bantu
mbert,false,false,false,200,0,3,luo,0.9457,Nilotic
mbert,false,false,false,200,0,4,ibo,0.9397,Volta-Niger
mbert,false,false,false,200,0,5,twi,0.9348,Kwa
mbert,false,false,false,200,0,6,swa,0.9339,Bantu
mbert,false,false,false,200,0,7,nya,0.9142,Bantu
mbert,false,false,false,200,0,8,tsn,0.9119,Bantu
mbert,false,false,false,200,0,9,sna,0.9027,Bantu
mbert,false,false,false,200,0,10,bam,0.9019,Mande
mbert,false,false,false,200,0,11,ewe,0.8963,Kwa
mbert,false,false,false,200,0,12,wol,0.896,Atlantic-Congo
mbert,false,false,false,200,0,13,fon,0.8926,Kwa
mbert,false,false,false,200,0,14,hau,0.8911,Chadic
mbert,false,false,false,200,0,15,pcm,0.8882,English Creole
mbert,false,false,false,200,0,16,zul,0.8852,Bantu
mbert,false,false,false,200,0,17,xho,0.8808,Bantu
mbert,false,false,false,200,0,18,mos,0.8649,Gur
mbert,false,false,false,200,0,19,bbj,0.8337,Bantu
mbert,false,false,false,200,0,20,yor,0.7981,Volta-Niger
mbert,false,false,false,400,0,1,lug,0.9575,Bantu
mbert,false,false,false,400,0,2,luo,0.9466,Nilotic
mbert,false,false,false,400,0,3,kin,0.9453,Bantu
mbert,false,false,false,400,0,4,ibo,0.9367,Volta-Niger
mbert,false,false,false,400,0,5,twi,0.9351,Kwa
mbert,false,false,false,400,0,6,swa,0.9305,Bantu
mbert,false,false,false,400,0,7,tsn,0.9185,Bantu
mbert,false,false,false,400,0,8,nya,0.9167,Bantu
mbert,false,false,false,400,0,9,sna,0.9082,Bantu
mbert,false,false,false,400,0,10,bam,0.9027,Mande
mbert,false,false,false,400,0,11,ewe,0.9001,Kwa
mbert,false,false,false,400,0,12,fon,0.8982,Kwa
mbert,false,false,false,400,0,13,wol,0.8969,Atlantic-Congo
mbert,false,false,false,400,0,14,hau,0.895,Chadic
mbert,false,false,false,400,0,15,zul,0.8933,Bantu
mbert,false,false,false,400,0,16,pcm,0.8836,English Creole
mbert,false,false,false,400,0,17,xho,0.8834,Bantu
mbert,false,false,false,400,0,18,mos,0.8763,Gur
mbert,false,false,false,400,0,19,bbj,0.8339,Bantu
mbert,false,false,false,400,0,20,yor,0.789,Volta-Niger
mbert,false,false,false,500,3,1,lug,0.9574,Bantu
mbert,false,false,false,500,3,2,kin,0.9468,Bantu
mbert,false,false,false,500,3,3,luo,0.9451,Nilotic
mbert,false,false,false,500,3,4,ibo,0.9356,Volta-Niger
mbert,false,false,false,500,3,5,twi,0.9331,Kwa
mbert,false,false,false,500,3,6,swa,0.9319,Bantu
mbert,false,false,false,500,3,7,nya,0.9149,Bantu
mbert,false,false,false,500,3,8,tsn,0.9096,Bantu
mbert,false,false,false,500,3,9,sna,0.9077,Bantu
mbert,false,false,false,500,3,10,bam,0.9034,Mande
mbert,false,false,false,500,3,11,wol,0.9011,Atlantic-Congo
mbert,false,false,false,500,3,12,ewe,0.9004,Kwa
mbert,false,false,false,500,3,13,fon,0.9004,Kwa
mbert,false,false,false,500,3,14,hau,0.8994,Chadic
mbert,false,false,false,500,3,15,zul,0.8954,Bantu
mbert,false,false,false,500,3,16,pcm,0.8855,English Creole
mbert,false,false,false,500,3,17,xho,0.8841,Bantu
mbert,false,false,false,500,3,18,mos,0.881,Gur
mbert,false,false,false,500,3,19,bbj,0.8376,Bantu
mbert,false,false,false,500,3,20,yor,0.8002,Volta-Niger
mbert,false,false,false,500,0,1,lug,0.9574,Bantu
mbert,false,false,false,500,0,2,kin,0.9468,Bantu
mbert,false,false,false,500,0,3,luo,0.9451,Nilotic
mbert,false,false,false,500,0,4,ibo,0.9356,Volta-Niger
mbert,false,false,false,500,0,5,twi,0.9331,Kwa
mbert,false,false,false,500,0,6,swa,0.9319,Bantu
mbert,false,false,false,500,0,7,nya,0.9149,Bantu
mbert,false,false,false,500,0,8,tsn,0.9096,Bantu
mbert,false,false,false,500,0,9,sna,0.9077,Bantu
mbert,false,false,false,500,0,10,bam,0.9034,Mande
mbert,false,false,false,500,0,11,wol,0.9011,Atlantic-Congo
mbert,false,false,false,500,0,12,ewe,0.9004,Kwa
mbert,false,false,false,500,0,13,fon,0.9004,Kwa
mbert,false,false,false,500,0,14,hau,0.8994,Chadic
mbert,false,false,false,500,0,15,zul,0.8954,Bantu
mbert,false,false,false,500,0,16,pcm,0.8855,English Creole
mbert,false,false,false,500,0,17,xho,0.8841,Bantu
mbert,false,false,false,500,0,18,mos,0.881,Gur
mbert,false,false,false,500,0,19,bbj,0.8376,Bantu
mbert,false,false,false,500,0,20,yor,0.8002,Volta-Niger
mbert,false,false,false,400,1,1,lug,0.9575,Bantu
mbert,false,false,false,400,1,2,luo,0.9466,Nilotic
mbert,false,false,false,400,1,3,kin,0.9453,Bantu
mbert,false,false,false,400,1,4,ibo,0.9367,Volta-Niger
mbert,false,false,false,400,1,5,twi,0.9351,Kwa
mbert,false,false,false,400,1,6,swa,0.9305,Bantu
mbert,false,false,false,400,1,7,tsn,0.9185,Bantu
mbert,false,false,false,400,1,8,nya,0.9167,Bantu
mbert,false,false,false,400,1,9,sna,0.9082,Bantu
mbert,false,false,false,400,1,10,bam,0.9027,Mande
mbert,false,false,false,400,1,11,ewe,0.9001,Kwa
mbert,false,false,false,400,1,12,fon,0.8982,Kwa
mbert,false,false,false,400,1,13,wol,0.8969,Atlantic-Congo
mbert,false,false,false,400,1,14,hau,0.895,Chadic
mbert,false,false,false,400,1,15,zul,0.8933,Bantu
mbert,false,false,false,400,1,16,pcm,0.8836,English Creole
mbert,false,false,false,400,1,17,xho,0.8834,Bantu
mbert,false,false,false,400,1,18,mos,0.8763,Gur
mbert,false,false,false,400,1,19,bbj,0.8339,Bantu
mbert,false,false,false,400,1,20,yor,0.789,Volta-Niger
mbert,false,false,false,300,2,1,lug,0.9566,Bantu
mbert,false,false,false,300,2,2,kin,0.9485,Bantu
mbert,false,false,false,300,2,3,luo,0.9456,Nilotic
mbert,false,false,false,300,2,4,twi,0.9391,Kwa
mbert,false,false,false,300,2,5,ibo,0.9389,Volta-Niger
mbert,false,false,false,300,2,6,swa,0.9326,Bantu
mbert,false,false,false,300,2,7,nya,0.9173,Bantu
mbert,false,false,false,300,2,8,tsn,0.9139,Bantu
mbert,false,false,false,300,2,9,bam,0.9043,Mande
mbert,false,false,false,300,2,10,sna,0.903,Bantu
mbert,false,false,false,300,2,11,ewe,0.9002,Kwa
mbert,false,false,false,300,2,12,wol,0.8988,Atlantic-Congo
mbert,false,false,false,300,2,13,hau,0.8965,Chadic
mbert,false,false,false,300,2,14,fon,0.8944,Kwa
mbert,false,false,false,300,2,15,zul,0.8901,Bantu
mbert,false,false,false,300,2,16,pcm,0.8884,English Creole
mbert,false,false,false,300,2,17,xho,0.879,Bantu
mbert,false,false,false,300,2,18,mos,0.8672,Gur
mbert,false,false,false,300,2,19,bbj,0.8378,Bantu
mbert,false,false,false,300,2,20,yor,0.7905,Volta-Niger
mbert,false,false,false,200,3,1,lug,0.9519,Bantu
mbert,false,false,false,200,3,2,kin,0.946,Bantu
mbert,false,false,false,200,3,3,luo,0.9457,Nilotic
mbert,false,false,false,200,3,4,ibo,0.9397,Volta-Niger
mbert,false,false,false,200,3,5,twi,0.9348,Kwa
mbert,false,false,false,200,3,6,swa,0.9339,Bantu
mbert,false,false,false,200,3,7,nya,0.9142,Bantu
mbert,false,false,false,200,3,8,tsn,0.9119,Bantu
mbert,false,false,false,200,3,9,sna,0.9027,Bantu
mbert,false,false,false,200,3,10,bam,0.9019,Mande
mbert,false,false,false,200,3,11,ewe,0.8963,Kwa
mbert,false,false,false,200,3,12,wol,0.896,Atlantic-Congo
mbert,false,false,false,200,3,13,fon,0.8926,Kwa
mbert,false,false,false,200,3,14,hau,0.8911,Chadic
mbert,false,false,false,200,3,15,pcm,0.8882,English Creole
mbert,false,false,false,200,3,16,zul,0.8852,Bantu
mbert,false,false,false,200,3,17,xho,0.8808,Bantu
mbert,false,false,false,200,3,18,mos,0.8649,Gur
mbert,false,false,false,200,3,19,bbj,0.8337,Bantu
mbert,false,false,false,200,3,20,yor,0.7981,Volta-Niger
mbert,false,false,false,300,3,1,lug,0.9566,Bantu
mbert,false,false,false,300,3,2,kin,0.9485,Bantu
mbert,false,false,false,300,3,3,luo,0.9456,Nilotic
mbert,false,false,false,300,3,4,twi,0.9391,Kwa
mbert,false,false,false,300,3,5,ibo,0.9389,Volta-Niger
mbert,false,false,false,300,3,6,swa,0.9326,Bantu
mbert,false,false,false,300,3,7,nya,0.9173,Bantu
mbert,false,false,false,300,3,8,tsn,0.9139,Bantu
mbert,false,false,false,300,3,9,bam,0.9043,Mande
mbert,false,false,false,300,3,10,sna,0.903,Bantu
mbert,false,false,false,300,3,11,ewe,0.9002,Kwa
mbert,false,false,false,300,3,12,wol,0.8988,Atlantic-Congo
mbert,false,false,false,300,3,13,hau,0.8965,Chadic
mbert,false,false,false,300,3,14,fon,0.8944,Kwa
mbert,false,false,false,300,3,15,zul,0.8901,Bantu
mbert,false,false,false,300,3,16,pcm,0.8884,English Creole
mbert,false,false,false,300,3,17,xho,0.879,Bantu
mbert,false,false,false,300,3,18,mos,0.8672,Gur
mbert,false,false,false,300,3,19,bbj,0.8378,Bantu
mbert,false,false,false,300,3,20,yor,0.7905,Volta-Niger
mbert,false,false,false,500,1,1,lug,0.9574,Bantu
mbert,false,false,false,500,1,2,kin,0.9468,Bantu
mbert,false,false,false,500,1,3,luo,0.9451,Nilotic
mbert,false,false,false,500,1,4,ibo,0.9356,Volta-Niger
