,LOC,PER,ORG,DATE,Mean
lug,0.7431003,0.798629,0.7039013,0.6560712,0.7254254
nya,0.6981136,0.7445653,0.7337295,0.64198935,0.7045994
kin,0.7287195,0.71271294,0.70664144,0.66953146,0.7044014
sna,0.6906295,0.69535834,0.7014941,0.66124237,0.6871811
luo,0.6784238,0.73691535,0.69411254,0.617567,0.6817547
twi,0.6423286,0.7141792,0.69092876,0.6154059,0.66571057
ibo,0.6735972,0.70088696,0.63811445,0.6302203,0.66070473
xho,0.6620296,0.64744294,0.65222424,0.6734904,0.6587968
zul,0.66740084,0.6870265,0.6490525,0.62069875,0.65604466
swa,0.6393678,0.7197336,0.65230817,0.6110721,0.6556204
tsn,0.6461512,0.68167436,0.6621958,0.62997705,0.6549996
hau,0.64538956,0.67164457,0.64444184,0.6448832,0.6515898
wol,0.64763486,0.6820378,0.6409874,0.6251859,0.6489615
mos,0.61558473,0.68765175,0.63458824,0.59467685,0.6331254
bam,0.6445369,0.6630528,0.6090411,0.6129386,0.63239235
ewe,0.6150229,0.6792922,0.63382864,0.59832656,0.63161755
pcm,0.5864253,0.68306684,0.6265013,0.5317722,0.6069414
fon,0.5929523,0.65121496,0.6182971,0.5537081,0.6040431
yor,0.5872641,0.59961766,0.6119262,0.5702474,0.5922638
bbj,0.53739506,0.6344519,0.5500403,0.5546991,0.56914663
