layer,model,rank_type,language,pearson
2,xlmr,top5,luo,0.9536321336469207
2,xlmr,top5,kin,0.9525995801267632
2,xlmr,top5,twi,0.9523386177413014
2,xlmr,top5,lug,0.9512831199033513
2,xlmr,top5,ibo,0.9497404004132537
2,xlmr,worst5,fon,0.9321232357805024
2,xlmr,worst5,hau,0.9339826821186199
2,xlmr,worst5,bbj,0.9344471579521344
2,xlmr,worst5,yor,0.9350829913208365
2,xlmr,worst5,bam,0.9366685669258792
3,xlmr,top5,kin,0.9662381908065443
3,xlmr,top5,luo,0.9659522482059701
3,xlmr,top5,twi,0.965407482168638
3,xlmr,top5,lug,0.9649314131380461
3,xlmr,top5,ibo,0.9638665574570704
3,xlmr,worst5,fon,0.9509975949819709
3,xlmr,worst5,bam,0.9528979877328112
3,xlmr,worst5,bbj,0.9529178436479682
3,xlmr,worst5,hau,0.9529528394456118
3,xlmr,worst5,yor,0.9538979563440717
10,xlmr,top5,twi,0.9664348603390557
10,xlmr,top5,kin,0.9653500924073235
10,xlmr,top5,luo,0.9646400158490305
10,xlmr,top5,lug,0.963780473632563
10,xlmr,top5,nya,0.9635671621883917
10,xlmr,worst5,bbj,0.9489396634736418
10,xlmr,worst5,fon,0.9517791770975239
10,xlmr,worst5,yor,0.9524093165938228
10,xlmr,worst5,bam,0.9529777342332332
10,xlmr,worst5,hau,0.9534075570815381
12,xlmr,top5,luo,0.9972018787349858
12,xlmr,top5,kin,0.9971477742842096
12,xlmr,top5,sna,0.997134195716028
12,xlmr,top5,swa,0.9971018838088619
12,xlmr,top5,twi,0.9970795608400091
12,xlmr,worst5,bbj,0.9955923575197284
12,xlmr,worst5,fon,0.9956496839736824
12,xlmr,worst5,yor,0.9959313065329578
12,xlmr,worst5,bam,0.9961540873946191
12,xlmr,worst5,hau,0.9962021562045518
