,PER,LOC,ORG,DATE,Mean
luo,0.9916867976148688,0.9990558083567861,0.9990578193420098,0.9990070896262785,0.9972018787349858
kin,0.991079584077892,0.9990492225425532,0.9991454729512123,0.999316817565181,0.9971477742842096
sna,0.9912795665736657,0.9986827820914865,0.9992488734505471,0.9993255607484126,0.997134195716028
swa,0.9926423426679016,0.9988442654714066,0.9990677030676868,0.9978532240284526,0.9971018838088619
twi,0.9917985380593425,0.99857800435922,0.9991575371507893,0.9987841637906846,0.9970795608400091
nya,0.9910100882529962,0.9986801189945442,0.9993032718485872,0.9990881945487666,0.9970204184112237
lug,0.9912830601102305,0.9992516357230692,0.9981349216395133,0.9992243344098946,0.9969734879706769
tsn,0.9915946903269609,0.997917996156853,0.9991015677889936,0.9991145139171722,0.996932192047495
ibo,0.9909264177954235,0.99845835138003,0.9988462612693881,0.999187628571027,0.9968546647539671
ewe,0.992289146631495,0.9978780468104097,0.9989810664708308,0.9982051037381641,0.9968383409127248
xho,0.9921285855215313,0.9979233646651391,0.9987333876484601,0.9985415376685387,0.9968317188759173
zul,0.9909090435478616,0.9983919301483432,0.9988406787991476,0.9986747847060901,0.9967041093003606
wol,0.9909353325441868,0.998045571006938,0.9983850135343814,0.9992066958789897,0.996643153241124
pcm,0.9923445192619536,0.998418503225297,0.9983686729945228,0.9964675858585592,0.9963998203350832
mos,0.9913234006905752,0.9968432599763754,0.9987840830514646,0.9983259478419841,0.9963191728900997
hau,0.9920450753498834,0.997376917550727,0.9984711434663526,0.9969154884512443,0.9962021562045518
bam,0.9908285721678796,0.9978502684090106,0.9979454846989612,0.9979920243026253,0.9961540873946191
yor,0.990862937789477,0.9961077521588375,0.9986199535701068,0.9981345826134101,0.9959313065329578
fon,0.9919415795946198,0.9963715987433819,0.9986544540288989,0.995631103527829,0.9956496839736824
bbj,0.992053319218966,0.9958566072695999,0.9976657875144447,0.9967937160759027,0.9955923575197284
