,LOC,PER,ORG,DATE,Mean
twi,0.9874987182240188,0.9927898970714469,0.9941450951371178,0.9906921099776466,0.9912814551025575
kin,0.9876667700222124,0.9888700847321623,0.9947400271307584,0.9915499523370658,0.9907067085555497
lug,0.9904061613263784,0.9943318698630706,0.9842730184592515,0.9901577814214514,0.989792207767538
luo,0.9847713728542026,0.9903424334497574,0.9948056283216199,0.9837861142838212,0.9884263872273503
nya,0.9812771747838928,0.9947681388193889,0.9949987162640226,0.980351943163586,0.9878489932577226
ewe,0.9797479399782557,0.9943848226424796,0.9957369998686613,0.9805640121474805,0.9876084436592193
sna,0.9742450535836803,0.9923289165077911,0.9907472868554379,0.9904929510314445,0.9869535519945885
xho,0.9693887003056092,0.99174618601206,0.9918238841039558,0.9925511977498832,0.9863774920428771
tsn,0.9799603389536583,0.9899570843616553,0.9896805314017849,0.9839070765899702,0.9858762578267672
ibo,0.9641094974685837,0.9950475052668121,0.9916590558973665,0.9912254500341668,0.9855103771667323
zul,0.9676281363923983,0.9892407590041493,0.9937277848261392,0.9882071268412763,0.9847009517659908
mos,0.9647811634586086,0.9937170548787247,0.9933890491400691,0.9868323548927189,0.9846799055925304
swa,0.9920851286606633,0.9917319557024745,0.9876824955829124,0.9658779397610154,0.9843443799267665
wol,0.9657378635407595,0.9939483414985066,0.991948264105518,0.9844391628673881,0.984018408003043
hau,0.9664007627384386,0.9945108626798465,0.9927328383089099,0.9804105612640847,0.9835137562478199
fon,0.9644017275211189,0.994510521966396,0.9913727925350924,0.9783590203247177,0.9821610155868312
yor,0.9678338439661093,0.9836938305576163,0.992256481086889,0.9843730994367006,0.9820393137618288
bam,0.9709785644661724,0.9924243761255147,0.9776840401568534,0.9732626336928379,0.9785874036103446
bbj,0.946582832709625,0.9945244154458236,0.9912654743136953,0.9779189323520446,0.9775729137052972
pcm,0.9824064593327291,0.9948367261715881,0.9818211485102175,0.9498374610732325,0.9772254487719418
