Language,Cosine_Similarity
lug,0.9608402
xho,0.95683056
zul,0.95579016
kin,0.9542546
nya,0.92291385
sna,0.9174592
luo,0.904292
tsn,0.89648795
hau,0.8779929
wol,0.86626923
ibo,0.8499242
ewe,0.841269
bam,0.83507854
twi,0.8338667
mos,0.8115039
swa,0.77335316
pcm,0.7429522
yor,0.71033406
fon,0.709702
bbj,0.6779424
