,DATE,ORG,PER,LOC,Mean
kin,0.9620414972305298,0.9647336602210999,0.8128053545951843,0.9335511922836304,0.9506845330101212
nya,0.9561195969581604,0.9612313508987427,0.8407391309738159,0.9225046038627625,0.9445424508425145
luo,0.9575160145759583,0.9466668963432312,0.8222606182098389,0.9317513108253479,0.9428986466787999
lug,0.9439574480056763,0.9441335201263428,0.8132110834121704,0.946488618850708,0.9422785137213913
twi,0.9302324652671814,0.9653799533843994,0.8230814933776855,0.9197300672531128,0.9361854168324689
ibo,0.9711887836456299,0.9500340223312378,0.8239742517471313,0.8897636532783508,0.9347793837777929
zul,0.9622633457183838,0.9514458179473877,0.8298853039741516,0.8905792236328125,0.9327063743585076
tsn,0.9626339673995972,0.9325030446052551,0.8284886479377747,0.8969882726669312,0.9287041188065522
sna,0.9691169261932373,0.9574238657951355,0.8275380730628967,0.8522437810897827,0.9243257704123952
swa,0.9214257001876831,0.9222328662872314,0.8061779737472534,0.93510901927948,0.9239013935226241
hau,0.9508923292160034,0.959980845451355,0.8347485065460205,0.8623814582824707,0.9226599814845067
wol,0.9517092704772949,0.93904048204422,0.8297958374023438,0.8745093941688538,0.919949966318467
xho,0.9774562120437622,0.9418808817863464,0.8306886553764343,0.8401358723640442,0.9180765638943591
bam,0.9353269338607788,0.8920595645904541,0.8070690035820007,0.891755998134613,0.9044335414381588
fon,0.9011454582214355,0.9387481808662415,0.8144598007202148,0.8544425964355469,0.8964718377668094
mos,0.87676602602005,0.9438418745994568,0.8223844766616821,0.8690012097358704,0.8950824114232282
ewe,0.8263938426971436,0.9454737305641174,0.8253541588783264,0.900964081287384,0.8896578117912891
yor,0.9073796272277832,0.9364138841629028,0.7868989706039429,0.7989988923072815,0.8790870398477791
pcm,0.8331046104431152,0.8951241970062256,0.8119179010391235,0.9064485430717468,0.876925628948835
bbj,0.8940762281417847,0.9239529371261597,0.8241896629333496,0.7836618423461914,0.8663864011078878
