,DATE,LOC,ORG,PER,Mean
twi,,0.986316978931427,0.9892388582229614,0.9918832182884216,0.98914635181427
nya,,0.9810868501663208,0.9829764366149902,0.9932245016098022,0.9857625961303711
pcm,,0.9841411709785461,0.9757556915283203,0.9918392896652222,0.9839120507240295
fon,,0.9794067740440369,0.9861792922019958,0.984513521194458,0.9833665291468302
ewe,,0.9753102660179138,0.9852012991905212,0.9867439270019531,0.9824184974034628
zul,,0.9753349423408508,0.9823023080825806,0.987716794013977,0.9817846814791361
kin,,0.9817819595336914,0.9757952690124512,0.9877534508705139,0.9817768931388855
tsn,,0.9795049428939819,0.9835925102233887,,0.9815487265586853
mos,,0.978099524974823,0.9843263626098633,0.980087399482727,0.9808377623558044
sna,,0.9768433570861816,0.9767714142799377,0.9885937571525574,0.9807361761728922
wol,,0.9743854403495789,0.973556399345398,0.9897875785827637,0.9792431394259135
bbj,,0.9614500999450684,0.9853438138961792,0.9906255006790161,0.9791398048400879
hau,,0.9721488952636719,0.9788849353790283,0.9852027893066406,0.9787455399831136
lug,,,0.9787221550941467,0.9781923294067383,0.9784572422504425
ibo,,0.9683582782745361,0.987230122089386,,0.9777942001819611
swa,,0.9851687550544739,0.9586409330368042,0.9868593215942383,0.9768896698951721
xho,,0.9704933166503906,0.9765035510063171,0.9770511388778687,0.9746826688448588
luo,,,0.9662484526634216,0.9826793670654297,0.9744639098644257
bam,,0.9854177236557007,0.965371310710907,0.9706567525863647,0.9738152623176575
yor,,0.9491779804229736,0.9767248630523682,,0.9629514217376709
