,DATE,LOC,ORG,PER,Mean
tsn,,0.9737734794616699,0.9745537042617798,,0.9741635918617249
zul,,0.9733758568763733,,,0.9733758568763733
nya,,,0.9720582962036133,,0.9720582962036133
bbj,,,0.9717102646827698,,0.9717102646827698
ibo,,0.9617847800254822,0.969038188457489,,0.9654114842414856
wol,,,0.964871346950531,,0.964871346950531
kin,,,0.9624962210655212,,0.9624962210655212
pcm,,0.9807825088500977,,0.9378138184547424,0.95929816365242
bam,,,0.9545965790748596,,0.9545965790748596
yor,,0.9379304051399231,0.9668739438056946,,0.9524021744728088
ewe,,,0.9716516733169556,0.9312542676925659,0.9514529705047607
mos,,,0.9699761867523193,0.9204776883125305,0.9452269375324249
luo,,,0.960406482219696,0.9237130880355835,0.9420597851276398
sna,,0.973393976688385,,0.9103524088859558,0.9418731927871704
xho,,0.965105414390564,,0.9172543883323669,0.9411799013614655
fon,,,,0.9382960200309753,0.9382960200309753
twi,,,,0.936863124370575,0.936863124370575
swa,,,,0.9295949339866638,0.9295949339866638
lug,,,0.9608476758003235,0.8953778147697449,0.9281127452850342
hau,,,0.9062264561653137,0.9406792521476746,0.9234528541564941
