,PER,LOC,DATE,ORG,Mean
kin,0.9913496971130371,0.9894790649414062,0.9761533737182617,0.9869729280471802,0.9859887659549713
nya,0.9909414649009705,0.986954391002655,0.9673982858657837,0.9885310530662537,0.9834562987089157
sna,0.9886834621429443,0.9872648119926453,0.9642446637153625,0.989749550819397,0.9824856221675873
lug,0.9929636716842651,0.9774584770202637,0.9657485485076904,0.9918742775917053,0.9820112437009811
xho,0.9745560884475708,0.977273166179657,0.9851082563400269,0.9853231906890869,0.9805651754140854
luo,0.9792795777320862,0.9843694567680359,0.9776743054389954,0.9803099632263184,0.980408325791359
ibo,0.9874544739723206,0.9759378433227539,0.983321487903595,0.9746009707450867,0.980328693985939
hau,0.9850044846534729,0.9763243794441223,0.9725298881530762,0.9834776520729065,0.9793341010808945
tsn,0.9848166108131409,0.9743618965148926,0.9787696003913879,0.979049026966095,0.9792492836713791
zul,0.9867157936096191,0.96723872423172,0.970896303653717,0.9886483550071716,0.978374794125557
twi,0.9784764051437378,0.9784126877784729,0.9727622866630554,0.9823423027992249,0.9779984205961227
wol,0.981102705001831,0.973890483379364,0.9700878262519836,0.979797899723053,0.9762197285890579
mos,0.9808641672134399,0.9769588708877563,0.9577566981315613,0.9806876182556152,0.9740668386220932
ewe,0.975128173828125,0.966131329536438,0.9651691317558289,0.9749388694763184,0.9703418761491776
bam,0.9778931140899658,0.9614042639732361,0.9691224694252014,0.9237602353096008,0.958045020699501
yor,0.9528722763061523,0.943200945854187,0.9585570096969604,0.9645238518714905,0.9547885209321976
fon,0.955353856086731,0.9630137085914612,0.9381546378135681,0.9590049982070923,0.9538818001747131
swa,0.9592999219894409,0.9570251107215881,0.9410889148712158,0.9482587575912476,0.9514181762933731
bbj,0.9675050973892212,0.9268603324890137,0.9523159265518188,0.9577891230583191,0.9511176198720932
pcm,0.9580037593841553,0.9526232481002808,0.9203076362609863,0.9594619274139404,0.9475991427898407
