,PER,ORG,LOC,DATE
bam,,0.9243435263633728,0.9624439477920532,
bbj,,0.9145991206169128,0.8596524000167847,
ewe,0.9500294327735901,0.9627720713615417,,
fon,0.9556796550750732,0.9296340346336365,0.9505500197410583,
hau,0.974245011806488,0.9707107543945312,0.976264238357544,
ibo,,0.961651086807251,0.9723014831542969,
kin,0.987480878829956,0.9792652130126953,0.9492538571357727,
lug,0.9899711608886719,0.974901020526886,,
luo,0.9798212051391602,0.9675998687744141,,
mos,0.9809808731079102,0.9605091214179993,,
nya,0.9884409308433533,0.9781599640846252,0.9767494201660156,
pcm,0.972510576248169,,0.8965213894844055,
sna,0.9825119972229004,0.9846344590187073,0.9800660610198975,
swa,0.9807240962982178,0.9655346274375916,0.9671190977096558,
tsn,,0.9686309099197388,0.9565783143043518,
twi,0.9768969416618347,0.966300904750824,0.9620020985603333,
wol,0.9767014980316162,0.970422089099884,0.9749998450279236,
xho,0.9644128084182739,,0.9748522043228149,
yor,,0.9550445079803467,0.9397835731506348,
zul,0.984039306640625,,0.960709273815155,
