,LOC,ORG,DATE,PER
bam,,0.9407625198364258,,
bbj,,0.9283725619316101,,
ewe,,0.9349093437194824,,0.9328264594078064
fon,,,,0.883221447467804
hau,,0.8585700988769531,,0.9291737079620361
ibo,0.9298203587532043,0.9369255900382996,,
kin,,0.9260805249214172,,
lug,,0.9436938166618347,,0.9075156450271606
luo,,0.9381821155548096,,0.9388793706893921
mos,,0.9581059217453003,,0.8406195640563965
nya,,0.9432541131973267,,
pcm,0.9533002972602844,,,0.9147602915763855
sna,0.909250020980835,,,0.8162844181060791
swa,,,,0.9151284694671631
tsn,0.9066150188446045,0.9333204627037048,,
twi,,,,0.9350612759590149
wol,,0.9340781569480896,,
xho,0.851576566696167,,,0.9323779344558716
yor,0.7740153074264526,0.9183455109596252,,
zul,0.860892653465271,,,
