,LOC,ORG,DATE,PER,Mean
hau,,0.967011570930481,,0.9252551794052124,0.9625376718384879
pcm,0.9680280089378357,,,0.9153686761856079,0.9623859375715256
lug,,0.9647645354270935,,0.9077824354171753,0.9586593104260308
ibo,0.9508833885192871,0.9658708572387695,,,0.9583771228790283
mos,,0.9678051471710205,,0.8769108057022095,0.9580664677279336
bam,0.9630436301231384,0.9475125074386597,,,0.955278068780899
luo,,0.9568959474563599,,0.9382919073104858,0.9549026574407306
twi,0.9295335412025452,0.976182222366333,,0.9396284818649292,0.952109047826731
tsn,0.9446369409561157,0.958641529083252,,,0.9516392350196838
fon,0.9416375756263733,0.9667113423347473,,0.8947926759719849,0.9508132259800749
nya,0.9411859512329102,0.958185076713562,,,0.9496855139732361
ewe,,0.950347900390625,,0.9202301502227783,0.9471209985869271
sna,0.9462125301361084,,,0.9278653860092163,0.9442467646939414
swa,0.942314088344574,,,0.9278558492660522,0.9407649913004467
wol,0.9312651753425598,0.9392883777618408,,,0.9352767765522003
bbj,0.907683253288269,0.9603621959686279,,,0.9340227246284485
zul,0.9294022917747498,,,,0.9294022917747498
xho,0.9221237301826477,,,0.9108303189277649,0.9209137218339103
kin,0.881572961807251,0.948818027973175,,,0.915195494890213
yor,0.8571637868881226,0.9589709043502808,,,0.9080673456192017
