,LOC,ORG,DATE,PER,Mean
ibo,0.9127535223960876,0.9436419606208801,0.9573085904121399,0.8428565859794617,0.9342457896623856
zul,0.9229573607444763,0.9374485611915588,0.9509307146072388,0.8360387682914734,0.9332247720314906
sna,0.9136070609092712,0.9193870425224304,0.9682255983352661,0.8350586295127869,0.9299444670860584
twi,0.9050443172454834,0.9570419192314148,0.9317551851272583,0.8525328636169434,0.9282517196276249
tsn,0.9064608812332153,0.920623242855072,0.9613447785377502,0.8329408764839172,0.925763399937214
nya,0.9064102172851562,0.9437441825866699,0.9287334680557251,0.849250078201294,0.9233326529845213
lug,0.8778276443481445,0.929562509059906,0.9677202701568604,0.7903538942337036,0.9198566957926139
hau,0.899387776851654,0.9442151784896851,0.9239392280578613,0.8173214793205261,0.9184681926018152
luo,0.9200806617736816,0.8926011919975281,0.9437140226364136,0.8291171193122864,0.9153493367708646
fon,0.9068007469177246,0.9442675709724426,0.891671895980835,0.8211243152618408,0.9106651063148792
mos,0.9053778648376465,0.9278424382209778,0.9030624628067017,0.821853518486023,0.9086234577191181
bam,0.9152716398239136,0.8844780921936035,0.931892454624176,0.8222905397415161,0.907152901093165
wol,0.8742704391479492,0.898809552192688,0.9488492608070374,0.8377655744552612,0.9046349747058673
kin,0.8897774815559387,0.8916142582893372,0.9371391534805298,0.8212693929672241,0.9029112886159848
xho,0.863771915435791,0.9249315857887268,0.9225949048995972,0.8226837515830994,0.900647582151951
swa,0.8853012323379517,0.8841874599456787,0.9038099050521851,0.8262447714805603,0.8886051185620136
bbj,0.8099811673164368,0.9162771701812744,0.8618360161781311,0.8397635221481323,0.8618160180556469
pcm,0.9199188351631165,0.8757326006889343,0.7582943439483643,0.8325104117393494,0.8505919965413901
yor,0.7575960159301758,0.9128344655036926,0.8724891543388367,0.7671098709106445,0.8445425706031995
ewe,0.9148871302604675,0.9346778988838196,0.6863874197006226,0.8236734867095947,0.8444850215545068
