layer,model,rank_type,language,cosine,config
1,mbert,top5,lug,0.7834142085120045,use0_use1_con4_max500_bat32
1,mbert,top5,nya,0.7824869770728587,use0_use1_con4_max500_bat32
1,mbert,top5,luo,0.7724466259322591,use0_use1_con4_max500_bat32
1,mbert,top5,twi,0.770813458592593,use0_use1_con4_max500_bat32
1,mbert,top5,sna,0.7666919077292501,use0_use1_con4_max500_bat32
1,mbert,worst5,bbj,0.568691586518872,use0_use1_con4_max500_bat32
1,mbert,worst5,pcm,0.623251705432829,use0_use1_con4_max500_bat32
1,mbert,worst5,yor,0.6253148361038987,use0_use1_con4_max500_bat32
1,mbert,worst5,ewe,0.6569017483636723,use0_use1_con4_max500_bat32
1,mbert,worst5,fon,0.6571453627431298,use0_use1_con4_max500_bat32
2,mbert,top5,lug,0.8109880650547117,use0_use1_con4_max500_bat32
2,mbert,top5,nya,0.8098911099178998,use0_use1_con4_max500_bat32
2,mbert,top5,luo,0.7964747566783807,use0_use1_con4_max500_bat32
2,mbert,top5,twi,0.795561865177328,use0_use1_con4_max500_bat32
2,mbert,top5,sna,0.7950614282611389,use0_use1_con4_max500_bat32
2,mbert,worst5,bbj,0.6156138246898574,use0_use1_con4_max500_bat32
2,mbert,worst5,pcm,0.6400221471190413,use0_use1_con4_max500_bat32
2,mbert,worst5,yor,0.6669429248598018,use0_use1_con4_max500_bat32
2,mbert,worst5,ewe,0.680398013501408,use0_use1_con4_max500_bat32
2,mbert,worst5,fon,0.7022413828763828,use0_use1_con4_max500_bat32
3,mbert,top5,nya,0.8820146752244863,use0_use1_con4_max500_bat32
3,mbert,top5,lug,0.8779191579907417,use0_use1_con4_max500_bat32
3,mbert,top5,sna,0.8749858680840347,use0_use1_con4_max500_bat32
3,mbert,top5,twi,0.8729768682878134,use0_use1_con4_max500_bat32
3,mbert,top5,luo,0.871745112469259,use0_use1_con4_max500_bat32
3,mbert,worst5,bbj,0.754217015995095,use0_use1_con4_max500_bat32
3,mbert,worst5,pcm,0.7659186963199534,use0_use1_con4_max500_bat32
3,mbert,worst5,ewe,0.7940765245796308,use0_use1_con4_max500_bat32
3,mbert,worst5,yor,0.7978762781964743,use0_use1_con4_max500_bat32
3,mbert,worst5,fon,0.8097369404133271,use0_use1_con4_max500_bat32
4,mbert,top5,nya,0.9052847368899533,use0_use1_con4_max500_bat32
4,mbert,top5,lug,0.8987541053644661,use0_use1_con4_max500_bat32
4,mbert,top5,sna,0.8981944690137522,use0_use1_con4_max500_bat32
4,mbert,top5,luo,0.8965510417048507,use0_use1_con4_max500_bat32
4,mbert,top5,twi,0.8943557629059968,use0_use1_con4_max500_bat32
4,mbert,worst5,bbj,0.8019493857041289,use0_use1_con4_max500_bat32
4,mbert,worst5,pcm,0.8047978217363064,use0_use1_con4_max500_bat32
4,mbert,worst5,ewe,0.8293495749038278,use0_use1_con4_max500_bat32
4,mbert,worst5,yor,0.8346212472601235,use0_use1_con4_max500_bat32
4,mbert,worst5,fon,0.8455483241059758,use0_use1_con4_max500_bat32
5,mbert,top5,nya,0.9247398736034897,use0_use1_con4_max500_bat32
5,mbert,top5,lug,0.9228556224034906,use0_use1_con4_max500_bat32
5,mbert,top5,luo,0.9223268286539679,use0_use1_con4_max500_bat32
5,mbert,top5,sna,0.9202304446710783,use0_use1_con4_max500_bat32
5,mbert,top5,twi,0.9198348043117056,use0_use1_con4_max500_bat32
5,mbert,worst5,pcm,0.8561722639117543,use0_use1_con4_max500_bat32
5,mbert,worst5,bbj,0.8566543159990028,use0_use1_con4_max500_bat32
5,mbert,worst5,ewe,0.8733548935850621,use0_use1_con4_max500_bat32
5,mbert,worst5,yor,0.8759727001635956,use0_use1_con4_max500_bat32
5,mbert,worst5,fon,0.8829817655811117,use0_use1_con4_max500_bat32
6,mbert,top5,luo,0.9402765878050089,use0_use1_con4_max500_bat32
6,mbert,top5,nya,0.9402698565170282,use0_use1_con4_max500_bat32
6,mbert,top5,lug,0.9391276380536363,use0_use1_con4_max500_bat32
6,mbert,top5,sna,0.9370170619827338,use0_use1_con4_max500_bat32
6,mbert,top5,kin,0.9357819301961261,use0_use1_con4_max500_bat32
6,mbert,worst5,bbj,0.8894847616792934,use0_use1_con4_max500_bat32
6,mbert,worst5,pcm,0.8913919872045449,use0_use1_con4_max500_bat32
6,mbert,worst5,ewe,0.9026319984922284,use0_use1_con4_max500_bat32
6,mbert,worst5,yor,0.9029722422306213,use0_use1_con4_max500_bat32
6,mbert,worst5,fon,0.9060022577985587,use0_use1_con4_max500_bat32
7,mbert,top5,luo,0.9097757743927939,use0_use1_con4_max500_bat32
7,mbert,top5,nya,0.9083097138360663,use0_use1_con4_max500_bat32
7,mbert,top5,sna,0.9030470011803702,use0_use1_con4_max500_bat32
7,mbert,top5,twi,0.902945750049981,use0_use1_con4_max500_bat32
7,mbert,top5,kin,0.9027004531219724,use0_use1_con4_max500_bat32
7,mbert,worst5,bbj,0.8388018944829015,use0_use1_con4_max500_bat32
7,mbert,worst5,pcm,0.8431956418550682,use0_use1_con4_max500_bat32
7,mbert,worst5,yor,0.8526994049827802,use0_use1_con4_max500_bat32
7,mbert,worst5,swa,0.8577019872095707,use0_use1_con4_max500_bat32
7,mbert,worst5,ewe,0.8597456995561481,use0_use1_con4_max500_bat32
8,mbert,top5,nya,0.8910102380788194,use0_use1_con4_max500_bat32
8,mbert,top5,luo,0.8904836678483562,use0_use1_con4_max500_bat32
8,mbert,top5,hau,0.8843492223146586,use0_use1_con4_max500_bat32
8,mbert,top5,twi,0.8824575647738678,use0_use1_con4_max500_bat32
8,mbert,top5,kin,0.8824442276744301,use0_use1_con4_max500_bat32
8,mbert,worst5,pcm,0.8047080354910339,use0_use1_con4_max500_bat32
8,mbert,worst5,swa,0.8199524907111284,use0_use1_con4_max500_bat32
8,mbert,worst5,bbj,0.8221427393776809,use0_use1_con4_max500_bat32
8,mbert,worst5,yor,0.8304121131529525,use0_use1_con4_max500_bat32
8,mbert,worst5,ewe,0.8327332010221857,use0_use1_con4_max500_bat32
9,mbert,top5,nya,0.9248884295322976,use0_use1_con4_max500_bat32
9,mbert,top5,luo,0.9224482402217371,use0_use1_con4_max500_bat32
9,mbert,top5,twi,0.9197218585720208,use0_use1_con4_max500_bat32
9,mbert,top5,kin,0.9179874281174449,use0_use1_con4_max500_bat32
9,mbert,top5,lug,0.9176397721421592,use0_use1_con4_max500_bat32
9,mbert,worst5,pcm,0.8664606496383717,use0_use1_con4_max500_bat32
9,mbert,worst5,bbj,0.8696759156614855,use0_use1_con4_max500_bat32
9,mbert,worst5,swa,0.8776096074413366,use0_use1_con4_max500_bat32
