,DATE,LOC,ORG,PER,Mean
nya,,0.9879878163337708,0.9825310707092285,0.9685981273651123,0.9848689439240843
kin,,0.9860955476760864,0.9794424772262573,0.9617753028869629,0.9822769723832607
xho,,0.9843196272850037,0.9804968237876892,0.9472732543945312,0.9815847496502101
lug,,0.9723047614097595,0.9908897280693054,0.9640142321586609,0.9811851428821683
sna,,0.9843471050262451,0.9759078621864319,0.9545090198516846,0.9795270508620888
zul,,0.9766958951950073,0.9802680015563965,0.9638391137123108,0.9781387569382787
hau,,0.9802371859550476,0.9735792279243469,0.9537923336029053,0.9763664286583662
tsn,,0.9805920124053955,0.9723872542381287,0.965358555316925,0.9762287486810237
luo,,0.9825924038887024,0.9649413228034973,0.960248589515686,0.9734500288031995
wol,,0.9750966429710388,0.9693441987037659,0.9580088257789612,0.9718873365782201
twi,,0.9719972610473633,0.9730826020240784,0.931487500667572,0.9715777651872486
ibo,,0.9768404364585876,0.9589200019836426,0.9482739567756653,0.9674206974450499
mos,,0.9655084013938904,0.9630162715911865,0.9393895864486694,0.9636793814133853
ewe,,0.9575747847557068,0.958652913570404,0.9367809891700745,0.9576138602569699
swa,,0.9640107154846191,0.950834333896637,0.9597318768501282,0.9574766501318663
bam,,0.9622841477394104,0.9436951279640198,0.9403921365737915,0.9526943839155138
yor,,0.9514793753623962,0.9447593688964844,0.9445359706878662,0.9480353861581534
fon,,0.9469781517982483,0.9257783889770508,0.9217342734336853,0.936035051709041
pcm,,0.941586971282959,0.9228148460388184,0.9170251488685608,0.931845226790756
bbj,,0.8890454173088074,0.9257446527481079,0.9206320643424988,0.9077052779030055
