,LOC,ORG,PER,DATE
bam,0.9295783042907715,0.876777172088623,0.9577167630195618,0.915294885635376
bbj,0.8294290900230408,0.9449791312217712,0.9700868725776672,0.84002685546875
ewe,0.9519314765930176,0.9550025463104248,0.9685933589935303,0.785437285900116
fon,0.8675716519355774,0.9529346823692322,0.9516545534133911,0.897673487663269
hau,0.8788764476776123,0.9596091508865356,0.9643223285675049,0.9465334415435791
ibo,0.8806940317153931,0.9628899693489075,0.9687225818634033,0.9631917476654053
kin,0.9715534448623657,0.9726563096046448,0.9555256366729736,0.9320852756500244
lug,0.9724015593528748,0.9462028741836548,0.989875078201294,0.8781383633613586
luo,0.9693528413772583,0.9624255299568176,0.9621670842170715,0.9396423697471619
mos,0.8878264427185059,0.9580548405647278,0.9532520174980164,0.8387154340744019
nya,0.9576483368873596,0.9627763032913208,0.9734312295913696,0.9184280037879944
pcm,0.9718919396400452,0.932033121585846,0.979968249797821,0.7737134099006653
sna,0.8712862730026245,0.9571682214736938,0.9752650856971741,0.9617626667022705
swa,0.9821161031723022,0.9332644939422607,0.9656403660774231,0.8847576975822449
tsn,0.9450702667236328,0.9470049738883972,0.9648581147193909,0.9507603645324707
twi,0.9725795984268188,0.9761953353881836,0.9757294058799744,0.9293801188468933
wol,0.8954851031303406,0.9578280448913574,0.9625240564346313,0.9229821562767029
xho,0.848810076713562,0.9371471405029297,0.9428540468215942,0.9627145528793335
yor,0.8037144541740417,0.9468968510627747,0.8986179232597351,0.8664163947105408
zul,0.9108791947364807,0.9507009387016296,0.939871609210968,0.9555462002754211
