,ORG,DATE,PER,LOC
bam,0.9999405145645142,0.999977171421051,0.9999831914901733,0.9999727010726929
bbj,0.9999828338623047,0.9999669790267944,0.9999853372573853,0.9999489188194275
ewe,0.9999866485595703,0.9999704360961914,0.9999819397926331,0.9999632835388184
fon,0.9999825954437256,0.9999630451202393,0.9999786615371704,0.9999702572822571
hau,0.9999699592590332,0.9999609589576721,0.999980628490448,0.9999425411224365
ibo,0.9999879598617554,0.9999801516532898,0.999984622001648,0.9999562501907349
kin,0.999981164932251,0.9999762773513794,0.9999731183052063,0.9999758005142212
lug,0.9999762773513794,0.9999791979789734,0.9999709129333496,0.9999907612800598
luo,0.9999858736991882,0.9999794363975525,0.9999880194664001,0.9999881982803345
mos,0.9999845623970032,0.9999633431434631,0.999977171421051,0.9999686479568481
nya,0.9999779462814331,0.9999790191650391,0.9999889731407166,0.9999712109565735
pcm,0.9999693632125854,0.9999280571937561,0.9999879598617554,0.9999584555625916
sna,0.9999791383743286,0.9999838471412659,0.9999868869781494,0.999958336353302
swa,0.9999551773071289,0.9999522566795349,0.999984622001648,0.9999882578849792
tsn,0.9999844431877136,0.9999843835830688,0.9999837875366211,0.9999700784683228
twi,0.9999915957450867,0.9999812841415405,0.9999901652336121,0.9999914765357971
wol,0.999975323677063,0.9999723434448242,0.9999864101409912,0.9999370574951172
xho,0.9999822378158569,0.9999735355377197,0.9999582171440125,0.999941349029541
yor,0.9999781847000122,0.9999722242355347,0.999981164932251,0.9999498128890991
zul,0.999963641166687,0.9999843239784241,0.9999772906303406,0.9999645352363586
