,ORG,DATE,PER,LOC
bam,0.9991361498832703,,0.9995156526565552,0.9995676279067993
bbj,0.9997226595878601,,0.9988563656806946,0.9972612261772156
ewe,0.999776303768158,,0.9978072047233582,0.9988396763801575
fon,0.9996288418769836,,0.9976584315299988,0.9995000958442688
hau,0.9995221495628357,,0.9990395903587341,0.9990578889846802
ibo,0.9994983077049255,,0.9995380640029907,0.9985831379890442
kin,0.9997302293777466,,0.9993236064910889,0.9993001222610474
lug,0.9992700219154358,,0.9990806579589844,0.9995504021644592
luo,0.9974953532218933,,0.9995170831680298,0.9997214078903198
mos,0.9996947646141052,,0.997348427772522,0.9993529915809631
nya,0.998941957950592,,0.999718189239502,0.999334454536438
pcm,0.9991686344146729,,0.9994906783103943,0.9989833831787109
sna,0.998479962348938,,0.9995566010475159,0.9983829855918884
swa,0.9991001486778259,,0.998381495475769,0.9996249675750732
tsn,0.9993273615837097,,0.9983645081520081,0.9991416931152344
twi,0.9997531175613403,,0.9989728927612305,0.9996201395988464
wol,0.998761773109436,,0.9987128376960754,0.9982852339744568
xho,0.9982971549034119,,0.9987859725952148,0.9984569549560547
yor,0.9985343217849731,,0.9990942478179932,0.9970223307609558
zul,0.9992551207542419,,0.998473584651947,0.9988090395927429
