,PER,DATE,LOC,ORG
bam,0.9902940988540649,0.9651203155517578,0.9566086530685425,0.9707216620445251
bbj,0.9858326315879822,0.9591633677482605,0.9350705146789551,0.9839689135551453
ewe,0.9860004186630249,0.9582281112670898,0.9702709913253784,0.9881089925765991
fon,0.9820103049278259,0.9608992338180542,0.947878897190094,0.9825844168663025
hau,0.9854047894477844,0.9558700323104858,0.9360751509666443,0.9735159873962402
ibo,0.9929632544517517,0.9852721691131592,0.9489892721176147,0.9903222918510437
kin,0.988530695438385,0.9818252921104431,0.9869396090507507,0.9905781149864197
lug,0.9929242730140686,0.9535279870033264,0.9841547608375549,0.9588031768798828
luo,0.9886041283607483,0.9838193655014038,0.9794454574584961,0.9824970960617065
mos,0.9800018072128296,0.9556601047515869,0.9577061533927917,0.9874364733695984
nya,0.9849084615707397,0.962917149066925,0.967880368232727,0.9873688220977783
pcm,0.9934019446372986,0.9140927791595459,0.980189859867096,0.9742453098297119
sna,0.9872704744338989,0.9707884788513184,0.9566717147827148,0.9811047315597534
swa,0.9824568033218384,0.9307936429977417,0.9896632432937622,0.9705042243003845
tsn,0.9839204549789429,0.9784948825836182,0.9734320640563965,0.9759343266487122
twi,0.9874813556671143,0.9738888144493103,0.9828353524208069,0.9921282529830933
wol,0.9872686266899109,0.9820066094398499,0.9494487047195435,0.9824284315109253
xho,0.9803114533424377,0.984375536441803,0.9534598588943481,0.9766825437545776
yor,0.9798624515533447,0.9725288152694702,0.9396095275878906,0.9876596927642822
zul,0.9852200746536255,0.9797022342681885,0.9602966904640198,0.9830652475357056
