,PER,LOC,ORG,DATE,SWD_mean
bam,0.005968511606624816,0.007738598897049087,0.01042895128375676,0.007651699938378442,0.007946940431452276
bbj,0.005672968858561944,0.00997379021055167,0.006118844542015722,0.007533673277066555,0.007324819222048973
ewe,0.005523591116343596,0.008169882768015668,0.005286989418891608,0.008208197754356661,0.006797165264401883
fon,0.006739327721788868,0.009255093978026707,0.0058522096892374975,0.008049647162351903,0.007474069637851244
hau,0.005592932386207394,0.010766926355245232,0.006769756953872275,0.0083619696902133,0.00787289634638455
ibo,0.005405809593412414,0.008660949658860773,0.005157732706265961,0.005505614989033347,0.006182526736893124
kin,0.005839067531269393,0.005667136636475334,0.004970331117419846,0.004988212007901893,0.0053661868232666166
lug,0.004646723603855207,0.006291171662724082,0.008601465820902376,0.008150321042649011,0.006922420532532669
luo,0.005977883441119047,0.006739671642208123,0.0061482913752115564,0.005488425999828905,0.006088568114591908
mos,0.006238489192128327,0.008489328489304171,0.005230778637269395,0.00967548168000576,0.007408519499676913
nya,0.00729332942455585,0.007433337823840702,0.005839570398620708,0.007369430287326395,0.006983916983585914
pcm,0.004683431148805539,0.006954891417990439,0.006749794469669723,0.010587034312266042,0.007243787837182936
sna,0.005461139756789635,0.009367983098854893,0.006702684358060651,0.006181912885494967,0.006928430024800036
swa,0.006230903079085692,0.005312783224326267,0.0071669122653474915,0.010095141815781972,0.007201435096135356
tsn,0.006682941428152844,0.00722631162716425,0.006243439362606296,0.0060493309465528,0.0065505058411190475
twi,0.005103673434859957,0.0062359839462260425,0.00434177588294915,0.007003913457538147,0.005671336680393324
wol,0.00601825490457486,0.009238597627700074,0.005529234026198537,0.005956254927696136,0.006685585371542402
xho,0.006486480629519065,0.008349937113962369,0.0064676174597479985,0.0056617931768414564,0.006741457095017722
yor,0.00718142703135527,0.0097345775238864,0.005615905803551868,0.007262211659508466,0.007448530504575501
zul,0.005612818809822784,0.008533560575415322,0.005727617600769008,0.00576381711744034,0.0064094535258618635
