,ORG,PER,LOC,DATE,Mean
kin,0.9925978035425869,0.9863471524438315,0.9881136817991395,0.9880826155671689,0.9887853133381816
twi,0.9942100358783118,0.9928969431149239,0.9827922545548036,0.9819164400506611,0.9879539183996752
nya,0.9944495624530507,0.9924946944017146,0.9808065804010567,0.9792990862658684,0.9867624808804226
sna,0.9927026778202991,0.9907824950206376,0.9777479337875605,0.9855481995758684,0.9866953265510914
lug,0.980983062018382,0.9957407980723745,0.9873651512344995,0.9824980207267644,0.9866467580130052
luo,0.9899191880254448,0.9894210816631714,0.9839622723369011,0.9801703232865014,0.9858682163280047
tsn,0.9902715805985445,0.989152364244925,0.9700286244496387,0.9836570771272123,0.9832774116050801
ibo,0.9868941914232807,0.989435107476848,0.9718150140552989,0.9839517613912239,0.983024018586663
xho,0.986883007720821,0.9870973859893982,0.9702640605565735,0.9857179051339223,0.9824905898501787
zul,0.9903615812239248,0.9882360114270988,0.9752198849461065,0.9759750524680194,0.9824481325162873
ewe,0.991453101094153,0.9907751199580691,0.9728372613108859,0.9737337986336356,0.982199820249186
wol,0.9884538695085475,0.990681336105655,0.9660901067265927,0.982949326314097,0.9820436596637231
mos,0.9910715673062309,0.991033248068929,0.9618117582819886,0.980219502511055,0.9810340190420509
swa,0.9817464834690479,0.9903613118638189,0.9853717323818684,0.9592368576610437,0.9791790963439447
bam,0.9801013680003389,0.9909606375648697,0.9678993949426423,0.9711439957339207,0.9775263490604429
hau,0.9873723913848204,0.9926492122333266,0.9637306970706659,0.9604357777933474,0.9760470196205401
yor,0.9907576957038297,0.9854598470893638,0.9525686048099808,0.9734358995423968,0.9755555117863929
pcm,0.9798725547277778,0.993624601524716,0.9809898660859905,0.9387810307243004,0.9733170132656962
fon,0.9858287661157453,0.9906925699537845,0.952588328372452,0.9488970820500219,0.969501686623001
bbj,0.9790110576704449,0.9890260682129123,0.9449063551551365,0.9600913424431307,0.9682587058704061
