,LOC,PER,ORG,DATE,Mean
ewe,0.998871817378268,0.9962579664110127,0.9988120580835481,0.9977693409070121,0.9979277956949602
nya,0.9993174229405613,0.9983091231349572,0.9998430884083562,0.9922582370510228,0.9974319678837245
tsn,0.9993373834366989,0.9965739825887073,0.9973376292587126,0.9961634210965579,0.9973531040951691
luo,0.9987781455218394,0.9965246083038861,0.9994814552057081,0.994308520088443,0.9972731822799692
swa,0.998051238001359,0.9969310015303643,0.9989572958032328,0.9948093923024265,0.9971872319093457
pcm,0.999042707258321,0.9957323895637652,0.9994521930718023,0.9944457154613159,0.997168251338801
yor,0.9969928640264849,0.9971771783079114,0.9992089440267465,0.9948818335912027,0.9970652049880864
sna,0.9991483752756403,0.996088165623286,0.9998461779679589,0.9931537300200878,0.9970591122217433
bam,0.9980965412453882,0.9949815451112671,0.997831023940253,0.9970803951049899,0.9969973763504746
hau,0.9991641550205803,0.9936338599139583,0.9994962691010362,0.9955395967154417,0.9969584701877541
lug,0.9997458198127981,0.9950834219658746,0.9997401949935351,0.9914716955311811,0.9965102830758472
twi,0.9965764051329645,0.9959002880742434,0.9995632742529398,0.9936152495288648,0.9964138042472531
mos,0.9964358041797219,0.9953716875083399,0.9994453636873072,0.9927407335456818,0.9959983972302627
wol,0.9957416595987714,0.9969673665918294,0.9986568302766159,0.9922534490399102,0.9959048263767818
fon,0.9975648678971026,0.9976136938447374,0.9979558971945732,0.9902469539480394,0.9958453532211131
ibo,0.9980971638043408,0.9955509384264881,0.9983536841179884,0.9911396951305388,0.995785370369839
zul,0.9928778646149017,0.9983650801859967,0.9927528730950431,0.9988325150981676,0.9957070832485273
bbj,0.9970563647744736,0.9946780627772047,0.9989817836034509,0.9918931600870229,0.9956523428105379
kin,0.9967401787082143,0.9952238993266908,0.9990059079827174,0.9915430912720694,0.995628269322423
xho,0.9968716419157766,0.9981217820132197,0.9848046743939645,0.9914674081576923,0.9928163766201633
