,PER,ORG,DATE,LOC,Mean
ewe,0.9993114,0.99945307,0.99629396,0.9990576,0.998529
tsn,0.9988119,0.99967736,0.9960066,0.999504,0.9985
hau,0.99946135,0.9989976,0.99602824,0.99915534,0.99841064
bam,0.9989061,0.99893916,0.99668974,0.99841547,0.9982376
luo,0.99987775,0.9998253,0.9936554,0.9995752,0.9982334
lug,0.999941,0.9999115,0.99342245,0.99890745,0.99804556
wol,0.9995872,0.9996528,0.9934881,0.9988697,0.9978994
sna,0.9988725,0.9998758,0.9939881,0.99882823,0.9978911
swa,0.9994153,0.99951506,0.99313813,0.998887,0.9977389
mos,0.999613,0.9993995,0.99252975,0.9987889,0.9975828
kin,0.9999064,0.9998177,0.9908888,0.9991605,0.9974434
pcm,0.999669,0.99962026,0.9910362,0.99932724,0.99741316
yor,0.99891216,0.9992076,0.9927649,0.9987094,0.99739856
nya,0.99752796,0.9998779,0.99255747,0.99930674,0.9973175
twi,0.9994182,0.9993992,0.99045074,0.99880993,0.9970195
xho,0.9940052,0.9954267,0.9980033,0.9985076,0.9964857
ibo,0.99974066,0.9995354,0.9875469,0.99829835,0.9962804
zul,0.99664795,0.99807435,0.99898535,0.98948824,0.99579895
bbj,0.99925184,0.9988892,0.9881335,0.99601287,0.99557185
fon,0.99619055,0.99774647,0.9906584,0.99746794,0.9955158
