,PER,LOC,ORG,DATE,SWD_mean
bam,,0.008527713503099221,0.010596334612500868,,0.009562024057800045
bbj,,0.0104704684799799,0.007742647939267044,,0.009106558209623472
ewe,0.006175059922497894,,0.007141802087517135,,0.006658431005007515
fon,0.0068957120224695245,0.008884812875294301,0.007474166050997155,,0.007751563649586994
hau,0.0063252980062316055,,0.00790775188124826,,0.0071165249437399325
ibo,,0.010311492836081015,0.00848607353736952,,0.009398783186725268
kin,,0.013629999927616154,0.00825641684969014,,0.010943208388653147
lug,0.007379344785022113,,0.009790683389837795,,0.008585014087429954
luo,0.00824613394388507,,0.008815475254777994,,0.008530804599331532
mos,0.007541613081230025,,0.007502591442062112,,0.007522102261646069
nya,,0.009023471949603845,0.00750936910890232,,0.008266420529253082
pcm,0.008160780203979812,0.00890492544431254,,,0.008532852824146175
sna,0.007228293954995024,0.009498129509665887,,,0.008363211732330456
swa,0.005830490344123973,0.007886569802849408,,,0.0068585300734866905
tsn,,0.0094091986593412,0.0073067979401457706,,0.008357998299743485
twi,0.005711829230676813,0.011595055436373514,0.0063213966132025234,,0.007876093760084283
wol,,0.00983950392310362,0.00764725837370861,,0.008743381148406115
xho,0.00733422124540084,0.008581390173276304,,,0.007957805709338572
yor,,0.01402418632642366,0.008324787161654967,,0.011174486744039314
zul,,0.008655871233713697,,,0.008655871233713697
