layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.9324038611530363
2,mbert,top5,twi,0.9303700491487713
2,mbert,top5,kin,0.9301312023034357
2,mbert,top5,luo,0.9284235639417564
2,mbert,top5,swa,0.9228438605238549
2,mbert,worst5,bbj,0.7705476997515533
2,mbert,worst5,yor,0.7945530216579357
2,mbert,worst5,fon,0.829109314200378
2,mbert,worst5,bam,0.8574486107828236
2,mbert,worst5,mos,0.871650713024412
3,mbert,top5,kin,0.9574538577885146
3,mbert,top5,lug,0.955426669592249
3,mbert,top5,luo,0.9533138182185361
3,mbert,top5,twi,0.9529673340261318
3,mbert,top5,swa,0.9469937431746234
3,mbert,worst5,bbj,0.8518948702730487
3,mbert,worst5,yor,0.8661646337854882
3,mbert,worst5,fon,0.8867982725733516
3,mbert,worst5,bam,0.9086477326093142
3,mbert,worst5,mos,0.9200208532018269
10,mbert,top5,lug,0.9851905214340035
10,mbert,top5,kin,0.9851807750217174
10,mbert,top5,twi,0.9842613335766337
10,mbert,top5,luo,0.9832806221088011
10,mbert,top5,swa,0.9828637507266236
10,mbert,worst5,bbj,0.9492647442290566
10,mbert,worst5,yor,0.951581951053505
10,mbert,worst5,fon,0.9624765993747728
10,mbert,worst5,mos,0.9645244497133901
10,mbert,worst5,pcm,0.9688102186676042
12,mbert,top5,lug,0.9427825773201849
12,mbert,top5,kin,0.9375669730533562
12,mbert,top5,luo,0.9331268870533393
12,mbert,top5,twi,0.9323759911274659
12,mbert,top5,ibo,0.9213725375680862
12,mbert,worst5,bbj,0.8036706193894145
12,mbert,worst5,yor,0.8069293377058901
12,mbert,worst5,fon,0.864495301886113
12,mbert,worst5,mos,0.8683513108797989
12,mbert,worst5,pcm,0.8711089563216581
