,ORG,LOC,PER,DATE,Mean
lug,0.83049154,0.8270215,0.8716079,0.8019227,0.83276093
kin,0.7996869,0.8003387,0.8279857,0.789147,0.8042896
nya,0.79319084,0.7892556,0.833668,0.7966969,0.8032028
luo,0.7771648,0.7896321,0.8161901,0.7846106,0.79189944
sna,0.7916297,0.79083014,0.7861495,0.7896622,0.7895679
tsn,0.78611016,0.76074576,0.811142,0.78112334,0.7847803
wol,0.77259105,0.75561917,0.7911257,0.76302207,0.7705895
zul,0.7598345,0.77289385,0.76895386,0.7511853,0.76321685
ibo,0.7380999,0.760385,0.76075816,0.74889326,0.75203407
bam,0.72922933,0.7356161,0.764982,0.75389063,0.7459295
twi,0.74421644,0.74476886,0.756256,0.7309904,0.7440579
xho,0.7293147,0.7457823,0.7838193,0.717231,0.74403685
ewe,0.7469115,0.738542,0.7545808,0.7333036,0.7433345
pcm,0.735192,0.7378148,0.7796352,0.71777797,0.742605
mos,0.74165154,0.73066264,0.7488771,0.7179725,0.7347909
hau,0.72307277,0.7347604,0.76556975,0.6963762,0.7299448
yor,0.7247391,0.71597826,0.7318101,0.71774143,0.7225672
swa,0.71224135,0.69623375,0.7499665,0.7126374,0.71776974
bbj,0.7014234,0.697253,0.7325625,0.69810724,0.70733654
fon,0.7134971,0.6920934,0.7220835,0.68515974,0.70320845
