layer,model,rank_type,language,swd_mean
1,xlmr,top5,kin,0.008639253219939746
1,xlmr,top5,twi,0.00927633044943832
1,xlmr,top5,luo,0.009487710466260069
1,xlmr,top5,zul,0.009644347405355802
1,xlmr,top5,ibo,0.009815370048499972
1,xlmr,worst5,hau,0.012663688050906785
1,xlmr,worst5,yor,0.012518161747038903
1,xlmr,worst5,mos,0.012228893167957722
1,xlmr,worst5,fon,0.012216997645964511
1,xlmr,worst5,bam,0.012029349640897635
2,xlmr,top5,twi,0.006171473998620058
2,xlmr,top5,kin,0.006355962669545079
2,xlmr,top5,ibo,0.006485985684548723
2,xlmr,top5,luo,0.006795426558596773
2,xlmr,top5,sna,0.006922184202835524
2,xlmr,worst5,hau,0.008935073673342231
2,xlmr,worst5,yor,0.008322687210693402
2,xlmr,worst5,bam,0.00825207614957435
2,xlmr,worst5,fon,0.0082219482433743
2,xlmr,worst5,swa,0.008017437653052184
3,xlmr,top5,kin,0.005349038475856105
3,xlmr,top5,twi,0.005521743108943156
3,xlmr,top5,ibo,0.00587669783817546
3,xlmr,top5,nya,0.00590668044242193
3,xlmr,top5,tsn,0.0060488300549650376
3,xlmr,worst5,hau,0.008164817056808715
3,xlmr,worst5,swa,0.007238958330958667
3,xlmr,worst5,yor,0.007094500568314288
3,xlmr,worst5,bam,0.007073987987496366
3,xlmr,worst5,pcm,0.007073606613175798
4,xlmr,top5,kin,0.005886415088298236
4,xlmr,top5,twi,0.005924979826772869
4,xlmr,top5,ibo,0.005944525665540823
4,xlmr,top5,nya,0.006302729336539414
4,xlmr,top5,luo,0.006353802176704448
4,xlmr,worst5,hau,0.008226282776604421
4,xlmr,worst5,swa,0.00767004729823384
4,xlmr,worst5,bam,0.0075675348363120065
4,xlmr,worst5,pcm,0.007523826352894503
4,xlmr,worst5,fon,0.0073168907592844334
5,xlmr,top5,kin,0.0055749762742607345
5,xlmr,top5,twi,0.00565224655053953
5,xlmr,top5,luo,0.005718610752524
5,xlmr,top5,ibo,0.005858543052909226
5,xlmr,top5,nya,0.006032916635149377
5,xlmr,worst5,hau,0.008140168527347669
5,xlmr,worst5,bam,0.007813541795258061
5,xlmr,worst5,fon,0.007265096309652108
5,xlmr,worst5,bbj,0.007214687684324872
5,xlmr,worst5,pcm,0.007102610700485457
6,xlmr,top5,kin,0.006269203198712603
6,xlmr,top5,twi,0.006456495502675352
6,xlmr,top5,ibo,0.006707469675234279
6,xlmr,top5,luo,0.006951450396286418
6,xlmr,top5,zul,0.007084780362333731
6,xlmr,worst5,hau,0.00915283403014655
6,xlmr,worst5,pcm,0.00900224866620647
6,xlmr,worst5,yor,0.008570568791924416
6,xlmr,worst5,fon,0.008419550810003784
6,xlmr,worst5,bam,0.00829269883104189
7,xlmr,top5,twi,0.005650025422937688
7,xlmr,top5,kin,0.0057342892181395655
7,xlmr,top5,tsn,0.006329101827304839
7,xlmr,top5,zul,0.006416499722490698
7,xlmr,top5,luo,0.006593088608042308
7,xlmr,worst5,yor,0.007965418139633584
7,xlmr,worst5,hau,0.00779057518366244
7,xlmr,worst5,pcm,0.007676729116951719
7,xlmr,worst5,swa,0.007457415834778658
7,xlmr,worst5,sna,0.007390585071902933
8,xlmr,top5,twi,0.005528714558901508
8,xlmr,top5,kin,0.00617375041959652
8,xlmr,top5,ewe,0.0063171627093652205
8,xlmr,top5,luo,0.006460700835001869
8,xlmr,top5,nya,0.006786823800969917
8,xlmr,worst5,yor,0.00849470456751078
8,xlmr,worst5,hau,0.00843592826731765
8,xlmr,worst5,bam,0.008274777264584069
8,xlmr,worst5,xho,0.00812024071107468
8,xlmr,worst5,sna,0.007926683672242993
9,xlmr,top5,twi,0.005670946119001504
9,xlmr,top5,kin,0.005990069732736932
9,xlmr,top5,ewe,0.0061199799300387285
9,xlmr,top5,luo,0.006147998649491153
9,xlmr,top5,zul,0.006335309420289074
9,xlmr,worst5,bam,0.008075301641535285
9,xlmr,worst5,yor,0.007944872004372883
9,xlmr,worst5,hau,0.007677619085522262
9,xlmr,worst5,xho,0.007632806595514315
9,xlmr,worst5,swa,0.007484144768113765
10,xlmr,top5,twi,0.006191293261053943
10,xlmr,top5,ewe,0.006512878516938751
10,xlmr,top5,kin,0.006761120809035977
10,xlmr,top5,fon,0.006798109775142318
10,xlmr,top5,zul,0.0068773669098239525
10,xlmr,worst5,yor,0.008628247912990142
10,xlmr,worst5,bam,0.008427318593930977
10,xlmr,worst5,luo,0.008177386247552931
10,xlmr,worst5,hau,0.008054068201393724
10,xlmr,worst5,xho,0.00801132963594379
11,xlmr,top5,twi,0.0066786296632320346
11,xlmr,top5,fon,0.006680765618815106
11,xlmr,top5,ibo,0.006827216313998481
11,xlmr,top5,ewe,0.006831262459096858
11,xlmr,top5,kin,0.006952649793068606
11,xlmr,worst5,luo,0.00837224623592192
11,xlmr,worst5,yor,0.008079890758229643
11,xlmr,worst5,xho,0.007989627876819819
11,xlmr,worst5,bam,0.007967327519812292
11,xlmr,worst5,bbj,0.007743521089499457
12,xlmr,top5,mos,0.002078218727130358
12,xlmr,top5,wol,0.0021415967396478663
12,xlmr,top5,twi,0.002152271967626499
12,xlmr,top5,nya,0.0021982706177823275
12,xlmr,top5,fon,0.0022365610304101815
12,xlmr,worst5,yor,0.0033977957629076627
12,xlmr,worst5,lug,0.0029217516710862887
12,xlmr,worst5,bam,0.0027019512889789135
12,xlmr,worst5,tsn,0.0026040753548007465
12,xlmr,worst5,hau,0.002553094044666674
