,PER,DATE,ORG,LOC
bam,0.9568954110145569,,0.8720151782035828,0.9444167613983154
bbj,0.9583374857902527,,0.938727855682373,0.8590130805969238
ewe,0.9508914947509766,,0.9549371004104614,0.926750898361206
fon,0.9469149112701416,,0.9570164680480957,0.9206737279891968
hau,0.9650964736938477,,0.9642400741577148,0.9225249290466309
ibo,0.9645309448242188,,0.964834988117218,0.9222859740257263
kin,0.9698761105537415,,0.9676224589347839,0.962644636631012
lug,0.9543601870536804,,0.9641742706298828,0.9583031535148621
luo,0.9550194144248962,,0.9619841575622559,0.954609751701355
mos,0.9587938785552979,,0.9567723274230957,0.9250442981719971
nya,0.9717124700546265,,0.9639440178871155,0.9310308694839478
pcm,0.9655188918113708,,0.9318947196006775,0.9367067217826843
sna,0.9613639116287231,,0.9594899415969849,0.9123269319534302
swa,0.9574586153030396,,0.9325578212738037,0.9548991322517395
tsn,0.9622088670730591,,0.9516381621360779,0.934730589389801
twi,0.9707655310630798,,0.973945677280426,0.9577299356460571
wol,0.9649173617362976,,0.9519985914230347,0.91444993019104
xho,0.9155527353286743,,0.9533257484436035,0.9032441973686218
yor,0.9198521375656128,,0.9382697939872742,0.8607764840126038
zul,0.9409144520759583,,0.9646556377410889,0.9228390455245972
