,PER,ORG,DATE,LOC
bam,0.9414690732955933,0.871242105960846,,0.9199337959289551
bbj,0.9426723718643188,0.9134732484817505,,0.7926373481750488
ewe,0.9307782649993896,0.9364798665046692,,0.8997729420661926
fon,0.9187823534011841,0.93451327085495,,0.8779174089431763
hau,0.9512290358543396,0.9535331726074219,,0.8885338306427002
ibo,0.9532883763313293,0.9488546848297119,,0.8893741369247437
kin,0.9568749666213989,0.9615225791931152,,0.9471049308776855
lug,0.9379251003265381,0.947886049747467,,0.9472606182098389
luo,0.9363141059875488,0.9411383271217346,,0.9353214502334595
mos,0.938879132270813,0.9416638016700745,,0.893059253692627
nya,0.9573711156845093,0.9625739455223083,,0.8983898758888245
pcm,0.9500117301940918,0.8928505182266235,,0.9220991730690002
sna,0.9437113404273987,0.9409812092781067,,0.8755691647529602
swa,0.9343682527542114,0.9074622988700867,,0.9305315613746643
tsn,0.9425365328788757,0.9179831147193909,,0.9027062654495239
twi,0.9606348872184753,0.9635641574859619,,0.9482119679450989
wol,0.9479185938835144,0.9319347143173218,,0.8812209367752075
xho,0.8708770275115967,0.9330986142158508,,0.854736328125
yor,0.8827524781227112,0.911311686038971,,0.7990190982818604
zul,0.9108145236968994,0.9467800855636597,,0.8858658075332642
