,PER,ORG,LOC,DATE,Mean
lug,0.9798462,0.9688709,0.96368283,0.9378387,0.9625597
kin,0.9450419,0.9454937,0.9466617,0.9172714,0.93861717
nya,0.94311583,0.9201012,0.90588707,0.89309996,0.91555107
xho,0.8884853,0.9159595,0.9189806,0.9325509,0.9139941
sna,0.8904182,0.9167949,0.9083411,0.9214899,0.90926105
luo,0.9307095,0.88198096,0.9052546,0.8636544,0.89539987
zul,0.90051055,0.91283405,0.88997006,0.8694353,0.8931875
tsn,0.92454505,0.8990618,0.83961844,0.8720814,0.8838266
wol,0.8968394,0.8999938,0.87178695,0.8295107,0.8745327
ibo,0.8919599,0.84450805,0.8807384,0.86837155,0.87139446
twi,0.92398864,0.87736064,0.84841734,0.8279992,0.86944145
bam,0.8948293,0.8534795,0.85897285,0.8504207,0.8644256
hau,0.8815169,0.86143816,0.84322965,0.86435163,0.86263406
swa,0.92646456,0.8199899,0.83246124,0.8296162,0.8521329
ewe,0.85120636,0.8484385,0.8006959,0.79572934,0.8240175
mos,0.8336967,0.84652925,0.83154094,0.7713593,0.8207816
pcm,0.8834851,0.82308125,0.7937401,0.705037,0.8013358
fon,0.83003044,0.81244445,0.788019,0.7036203,0.78352857
yor,0.75878143,0.7194382,0.72600424,0.7595605,0.7409461
bbj,0.8004614,0.7386285,0.70039594,0.68405044,0.7308841
