,LOC,DATE,PER,ORG,Mean
kin,0.9999994039535522,0.9999982118606567,0.9999918341636658,0.9999972581863403,0.9999981896458022
zul,0.9999989867210388,0.9999973773956299,0.9999909400939941,0.9999974966049194,0.9999978431253609
xho,0.9999980330467224,0.9999980926513672,0.999991774559021,0.9999974370002747,0.9999977584898941
lug,0.9999968409538269,0.9999973177909851,0.9999942183494568,0.9999957084655762,0.9999965845443445
ibo,0.9999979138374329,0.999997615814209,0.9999932050704956,0.999994158744812,0.9999965099212066
nya,0.9999984502792358,0.9999943375587463,0.9999937415122986,0.9999942183494568,0.9999956383792747
sna,0.9999959468841553,0.9999957084655762,0.9999940395355225,0.9999951720237732,0.9999955844065649
mos,0.9999980926513672,0.9999939799308777,0.9999886155128479,0.9999949932098389,0.9999955772102036
fon,0.9999972581863403,0.9999926090240479,0.9999879002571106,0.999995768070221,0.999995096618422
tsn,0.9999964237213135,0.9999958872795105,0.9999864101409912,0.9999926686286926,0.9999948580434003
bam,0.9999964237213135,0.9999955892562866,0.9999855160713196,0.9999924898147583,0.9999946875209258
luo,0.9999980330467224,0.9999977946281433,0.9999918341636658,0.999988317489624,0.9999946696864651
twi,0.9999943971633911,0.9999956488609314,0.9999896883964539,0.9999937415122986,0.9999945185628776
yor,0.9999942779541016,0.9999929070472717,0.9999918341636658,0.9999960660934448,0.9999943763565203
hau,0.9999967813491821,0.9999949932098389,0.9999909400939941,0.9999909400939941,0.9999941862787162
wol,0.9999969005584717,0.999997079372406,0.9999914169311523,0.9999884963035583,0.9999941155666442
bbj,0.9999914765357971,0.9999905228614807,0.999994158744812,0.9999973773956299,0.9999931418676702
ewe,0.999995768070221,0.9999893307685852,0.9999906420707703,0.9999901652336121,0.9999917371692307
swa,0.9999978542327881,0.999988853931427,0.9999893307685852,0.9999879598617554,0.999991520965506
pcm,0.9999967217445374,0.9999879002571106,0.9999923706054688,0.9999886155128479,0.9999910995090414
