,LOC,DATE,PER,ORG,Mean
hau,0.9792748689651489,,0.9305648803710938,0.9798167943954468,0.9776619489376361
sna,0.9813134074211121,,0.9248955249786377,0.9764333367347717,0.976797301035661
nya,0.9738990068435669,,0.9484779238700867,0.9762319922447205,0.9740429004797568
twi,0.9735665321350098,,0.9272645711898804,0.9742268323898315,0.9721031395288614
xho,0.9732180833816528,,0.9128996133804321,0.9734255075454712,0.9709978653834417
mos,0.9800171852111816,,0.9233187437057495,0.9637376070022583,0.9700097556297596
wol,0.9761801362037659,,0.9306833148002625,0.9655304551124573,0.9693102194712713
kin,0.97270667552948,,0.9256659746170044,0.9687824249267578,0.9690107588584607
lug,0.960634171962738,,0.9337581396102905,0.9794030785560608,0.9686239911959722
ibo,0.9796051979064941,,0.9384623765945435,0.9580370187759399,0.9676534648124988
zul,0.959535539150238,,0.9324405193328857,0.974153995513916,0.9655215270244158
tsn,0.9698028564453125,,0.9369015693664551,0.9616305828094482,0.9646084446173447
fon,0.9701200723648071,,0.913855791091919,0.9585843682289124,0.9624100499428235
luo,0.9763647317886353,,0.9375500679016113,0.9482316970825195,0.9613463626458094
ewe,0.954322338104248,,0.9217716455459595,0.9591152667999268,0.9553746810326209
yor,0.9510396718978882,,0.9288564920425415,0.9511422514915466,0.9502357897850183
bam,0.9709694385528564,,0.9217294454574585,0.9281750321388245,0.948501358811672
bbj,0.9393148422241211,,0.9259945154190063,0.9423362612724304,0.9402551272740731
pcm,0.9286649823188782,,0.9143601059913635,0.9343902468681335,0.9308673258011158
swa,0.9434885382652283,,0.9203190207481384,0.9128732085227966,0.9278784944460943
