,ORG,PER,DATE,LOC
bam,0.9777617454528809,,,
bbj,0.9857605695724487,,,0.966239333152771
ewe,0.9850176572799683,0.9372379779815674,,
fon,,0.9300341606140137,,
hau,0.980683445930481,0.9349000453948975,,
ibo,0.9807001352310181,,,0.9789330363273621
kin,0.9645073413848877,,,
lug,0.9752457141876221,0.8882083296775818,,
luo,0.9646210074424744,0.9453546404838562,,
mos,0.9837217330932617,0.9183579683303833,,
nya,0.9840928316116333,,,
pcm,,0.9251730442047119,,0.9821648001670837
sna,,0.9344872236251831,,0.9842323064804077
swa,,0.9301769733428955,,
tsn,0.9790687561035156,,,0.9743211269378662
twi,,0.9372864961624146,,
wol,0.9748741388320923,,,
xho,,0.9297381043434143,,0.9761090278625488
yor,0.9819900989532471,,,0.9623485803604126
zul,,,,0.977092444896698
