,ORG,PER,DATE,LOC
bam,0.9666385650634766,0.8891980051994324,0.984099268913269,0.9831569790840149
bbj,0.9840561747550964,0.9048868417739868,0.9761093854904175,0.9726105332374573
ewe,0.9832654595375061,0.9098750948905945,0.9591453671455383,0.9836033582687378
fon,0.9825701713562012,0.897469162940979,0.9647049307823181,0.9748249053955078
hau,0.9771354794502258,0.9033856987953186,0.9545280933380127,0.9321205019950867
ibo,0.982954740524292,0.8998463749885559,0.9931647777557373,0.9770880341529846
kin,0.9685003161430359,0.8959314823150635,0.9874614477157593,0.972390353679657
lug,0.9650561213493347,0.8671236038208008,0.991640567779541,0.9634608626365662
luo,0.9641975164413452,0.9156338572502136,0.9868077635765076,0.9777255058288574
mos,0.9814854264259338,0.8947405219078064,0.9726116061210632,0.9799264669418335
nya,0.9827743768692017,0.9022003412246704,0.9754613041877747,0.9784145355224609
pcm,0.9589060544967651,0.9117372632026672,0.9415854215621948,0.9818103313446045
sna,0.9678344130516052,0.9078266620635986,0.9881705045700073,0.9823441505432129
swa,0.9564635753631592,0.8975341320037842,0.9533038139343262,0.9718310832977295
tsn,0.9775286316871643,0.9082188010215759,0.9909181594848633,0.9783400893211365
twi,0.988516628742218,0.9094247221946716,0.9855658411979675,0.9700453281402588
wol,0.9727728962898254,0.8975138664245605,0.989024817943573,0.9716377258300781
xho,0.9782941341400146,0.8938782811164856,0.9830173254013062,0.9742592573165894
yor,0.97295743227005,0.8998506665229797,0.9820231199264526,0.9628538489341736
zul,0.980044424533844,0.8952793478965759,0.9887450933456421,0.9811539053916931
