,PER,LOC,ORG,DATE,Mean
lug,0.66024995,0.816191,0.79490393,0.7963033,0.76691204
kin,0.65792096,0.80607057,0.77397263,0.7898374,0.7569504
nya,0.658055,0.7890897,0.7692957,0.79433644,0.75269425
sna,0.654102,0.78883576,0.7692126,0.7895291,0.7504199
luo,0.6509048,0.79028773,0.76466,0.7815298,0.7468456
tsn,0.6540718,0.7620472,0.7585256,0.7799748,0.73865485
wol,0.65340066,0.7537569,0.74134946,0.76379454,0.7280754
zul,0.6599762,0.758387,0.7378259,0.7487634,0.7262381
ibo,0.65301836,0.7603662,0.7216265,0.7484465,0.7208644
bam,0.65612507,0.7339413,0.71376854,0.76105726,0.716223
twi,0.6596962,0.7403114,0.7248681,0.7280614,0.7132343
ewe,0.6552271,0.73439723,0.726812,0.7362733,0.71317744
pcm,0.64916027,0.7371609,0.73078084,0.7212696,0.70959294
xho,0.65848947,0.7470655,0.7225271,0.69535625,0.70585954
mos,0.6510476,0.7335052,0.71674305,0.7187377,0.7050084
hau,0.6525892,0.7389334,0.71226484,0.69189554,0.6989207
yor,0.6505684,0.7136245,0.70830774,0.7217236,0.69855607
swa,0.66779804,0.6935955,0.7134473,0.7108549,0.6964239
bbj,0.6504638,0.6920217,0.6906824,0.70039046,0.68338954
fon,0.64898336,0.68462867,0.69679034,0.6843567,0.6786897
