,LOC,ORG,PER,DATE,Mean
hau,0.9999645948410034,0.9999503493309021,0.999958336353302,0.9999065399169922,0.9999449551105499
lug,0.9999247193336487,0.9999602437019348,0.9999651908874512,0.9999081492424011,0.999939575791359
nya,0.9999380111694336,0.9999529719352722,0.9999157190322876,0.9998731017112732,0.9999199509620667
ibo,0.9999411702156067,0.9998713135719299,0.9999215602874756,0.9999387264251709,0.9999181926250458
sna,0.9999649524688721,0.9999661445617676,0.999908447265625,0.9998084902763367,0.9999120086431503
kin,0.9998765587806702,0.9999299645423889,0.9999673366546631,0.9998701810836792,0.9999110102653503
twi,0.9998956322669983,0.9999322295188904,0.9999133348464966,0.9998751282691956,0.9999040812253952
zul,0.9998575448989868,0.9999460577964783,0.9998975396156311,0.9999114871025085,0.9999031573534012
bam,0.9998713731765747,0.9998898506164551,0.9999145865440369,0.9999042749404907,0.9998950213193893
luo,0.9999116063117981,0.9998762607574463,0.9998631477355957,0.9999282360076904,0.9998948127031326
mos,0.9999457597732544,0.9998753070831299,0.9998986721038818,0.9998568296432495,0.9998941421508789
xho,0.9999395608901978,0.9999385476112366,0.999795138835907,0.9998905658721924,0.9998909533023834
swa,0.9998997449874878,0.9998882412910461,0.9998337030410767,0.9999139308929443,0.9998839050531387
wol,0.9999054074287415,0.999883234500885,0.9998192191123962,0.9998928904533386,0.9998751878738403
tsn,0.9998795986175537,0.9999160766601562,0.9998785853385925,0.9998129606246948,0.9998718053102493
ewe,0.9998572468757629,0.9998792409896851,0.9998679161071777,0.9998781681060791,0.9998706430196762
bbj,0.9997984170913696,0.999847412109375,0.9998821020126343,0.9998185038566589,0.9998366087675095
yor,0.9997890591621399,0.9998025298118591,0.9998031854629517,0.9997328519821167,0.9997819066047668
pcm,0.9997689723968506,0.9997603893280029,0.9998038411140442,0.9997790455818176,0.9997780621051788
fon,0.9998622536659241,0.9999057650566101,0.9997112154960632,0.9995993375778198,0.9997696429491043
