layer,model,rank_type,language,cosine
1,afroxlmr,top5,kin,0.9679657369852066
1,afroxlmr,top5,lug,0.9602226316928864
1,afroxlmr,top5,twi,0.9593948572874069
1,afroxlmr,top5,ibo,0.9586970061063766
1,afroxlmr,top5,luo,0.9582477062940598
1,afroxlmr,worst5,fon,0.9169429838657379
1,afroxlmr,worst5,yor,0.9171187579631805
1,afroxlmr,worst5,mos,0.9173697978258133
1,afroxlmr,worst5,bbj,0.9238022118806839
1,afroxlmr,worst5,hau,0.9252079874277115
2,afroxlmr,top5,kin,0.9869097918272018
2,afroxlmr,top5,twi,0.9842792004346848
2,afroxlmr,top5,ibo,0.9837105125188828
2,afroxlmr,top5,luo,0.9833479523658752
2,afroxlmr,top5,nya,0.9810885637998581
2,afroxlmr,worst5,fon,0.9667142182588577
2,afroxlmr,worst5,mos,0.9674763083457947
2,afroxlmr,worst5,hau,0.9681538790464401
2,afroxlmr,worst5,yor,0.9682402312755585
2,afroxlmr,worst5,pcm,0.9712567925453186
3,afroxlmr,top5,kin,0.9891698509454727
3,afroxlmr,top5,twi,0.9869168400764465
3,afroxlmr,top5,luo,0.986425906419754
3,afroxlmr,top5,ibo,0.9844547212123871
3,afroxlmr,top5,tsn,0.9837669134140015
3,afroxlmr,worst5,yor,0.9733976572751999
3,afroxlmr,worst5,hau,0.9735179394483566
3,afroxlmr,worst5,mos,0.9738186001777649
3,afroxlmr,worst5,fon,0.974463477730751
3,afroxlmr,worst5,pcm,0.9753047078847885
4,afroxlmr,top5,kin,0.9858529269695282
4,afroxlmr,top5,twi,0.9851075708866119
4,afroxlmr,top5,luo,0.9838286340236664
4,afroxlmr,top5,tsn,0.980250671505928
4,afroxlmr,top5,lug,0.9794283658266068
4,afroxlmr,worst5,hau,0.9672427475452423
4,afroxlmr,worst5,fon,0.9678710848093033
4,afroxlmr,worst5,mos,0.9679712057113647
4,afroxlmr,worst5,yor,0.968187004327774
4,afroxlmr,worst5,pcm,0.9698938578367233
5,afroxlmr,top5,kin,0.9856549203395844
5,afroxlmr,top5,twi,0.9844405502080917
5,afroxlmr,top5,luo,0.9843458831310272
5,afroxlmr,top5,tsn,0.9816218912601471
5,afroxlmr,top5,lug,0.9809986650943756
5,afroxlmr,worst5,hau,0.9689968526363373
5,afroxlmr,worst5,yor,0.9692425727844238
5,afroxlmr,worst5,fon,0.9704371839761734
5,afroxlmr,worst5,bbj,0.9714104384183884
5,afroxlmr,worst5,pcm,0.9720383733510971
6,afroxlmr,top5,kin,0.9867957830429077
6,afroxlmr,top5,luo,0.986456498503685
6,afroxlmr,top5,twi,0.986235186457634
6,afroxlmr,top5,tsn,0.9836052656173706
6,afroxlmr,top5,lug,0.983074963092804
6,afroxlmr,worst5,yor,0.9728550165891647
6,afroxlmr,worst5,bbj,0.9732142388820648
6,afroxlmr,worst5,hau,0.9732715785503387
6,afroxlmr,worst5,fon,0.9735906571149826
6,afroxlmr,worst5,mos,0.974939838051796
7,afroxlmr,top5,kin,0.9891515672206879
7,afroxlmr,top5,twi,0.9891030043363571
7,afroxlmr,top5,luo,0.9883492141962051
7,afroxlmr,top5,tsn,0.9868477880954742
7,afroxlmr,top5,lug,0.9863392412662506
7,afroxlmr,worst5,yor,0.9778458625078201
7,afroxlmr,worst5,bbj,0.9778918474912643
7,afroxlmr,worst5,fon,0.9786272495985031
7,afroxlmr,worst5,hau,0.9789755046367645
7,afroxlmr,worst5,swa,0.9790818840265274
8,afroxlmr,top5,luo,0.9870074987411499
8,afroxlmr,top5,kin,0.9868461787700653
8,afroxlmr,top5,twi,0.9868435114622116
8,afroxlmr,top5,tsn,0.984838142991066
8,afroxlmr,top5,lug,0.9834147393703461
8,afroxlmr,worst5,bbj,0.9738801419734955
8,afroxlmr,worst5,yor,0.9739912301301956
8,afroxlmr,worst5,fon,0.9752534627914429
8,afroxlmr,worst5,swa,0.9754778444766998
8,afroxlmr,worst5,mos,0.9762483835220337
9,afroxlmr,top5,twi,0.9862932115793228
9,afroxlmr,top5,kin,0.9860515296459198
9,afroxlmr,top5,luo,0.9858590662479401
9,afroxlmr,top5,tsn,0.9834600239992142
9,afroxlmr,top5,ibo,0.9827929735183716
9,afroxlmr,worst5,bbj,0.9712953865528107
9,afroxlmr,worst5,swa,0.97403484582901
9,afroxlmr,worst5,yor,0.9744309931993484
9,afroxlmr,worst5,fon,0.9745776355266571
9,afroxlmr,worst5,mos,0.9748489409685135
10,afroxlmr,top5,twi,0.9915738900502523
10,afroxlmr,top5,kin,0.9880222280820211
10,afroxlmr,top5,pcm,0.9871147672335306
10,afroxlmr,top5,luo,0.9868665536244711
10,afroxlmr,top5,swa,0.9863481720288595
10,afroxlmr,worst5,xho,0.9683610995610555
10,afroxlmr,worst5,bbj,0.971445620059967
10,afroxlmr,worst5,yor,0.9741655588150024
10,afroxlmr,worst5,bam,0.9744866887728373
10,afroxlmr,worst5,wol,0.9759617646535238
11,afroxlmr,top5,twi,0.9924461444218954
11,afroxlmr,top5,kin,0.9894590576489767
11,afroxlmr,top5,pcm,0.9888014793395996
11,afroxlmr,top5,luo,0.9883352716763815
11,afroxlmr,top5,swa,0.9877799352010092
11,afroxlmr,worst5,xho,0.9718224406242371
11,afroxlmr,worst5,bbj,0.9756747484207153
11,afroxlmr,worst5,bam,0.97718346118927
11,afroxlmr,worst5,yor,0.977997362613678
11,afroxlmr,worst5,wol,0.9791239301363627
12,afroxlmr,top5,twi,0.9887509147326151
12,afroxlmr,top5,kin,0.9859398007392883
12,afroxlmr,top5,luo,0.9839200377464294
12,afroxlmr,top5,pcm,0.9827873905499777
12,afroxlmr,top5,tsn,0.9820189674695333
12,afroxlmr,worst5,xho,0.9660320480664571
12,afroxlmr,worst5,bam,0.9674597183863322
12,afroxlmr,worst5,yor,0.9677739143371582
