,ORG,PER,DATE,LOC,Mean
kin,0.9801083207130432,0.9409270882606506,0.965950608253479,0.9495681524276733,0.9591385424137115
twi,0.9755522608757019,0.9638097286224365,0.9359805583953857,0.952496349811554,0.9569597244262695
lug,0.9194685816764832,0.9911730289459229,0.954676628112793,0.9575309753417969,0.955712303519249
nya,0.9745373725891113,0.9644387364387512,0.9386805891990662,0.9348857402801514,0.95313560962677
luo,0.9667033553123474,0.9529983997344971,0.943108856678009,0.9480382204055786,0.952712208032608
tsn,0.9575300216674805,0.9568523168563843,0.9518434405326843,0.938986599445343,0.951303094625473
ibo,0.9756489396095276,0.9602997303009033,0.9585555195808411,0.9089899063110352,0.9508735239505768
swa,0.9415982365608215,0.9675179719924927,0.9053549766540527,0.9735051989555359,0.9469940960407257
wol,0.9613282680511475,0.9566633105278015,0.9578325748443604,0.9088760614395142,0.9461750537157059
zul,0.9620314836502075,0.948413610458374,0.953823447227478,0.9196165204048157,0.9459712654352188
ewe,0.9727297425270081,0.9633427262306213,0.9007118344306946,0.9332730770111084,0.9425143450498581
sna,0.9495217204093933,0.9550575613975525,0.9453643560409546,0.9024314880371094,0.9380937814712524
xho,0.9493104815483093,0.9506613612174988,0.9525347352027893,0.8924413919448853,0.9362369924783707
pcm,0.9391054511070251,0.9722793698310852,0.8764111399650574,0.938090443611145,0.9314716011285782
bam,0.9197272658348083,0.9418256878852844,0.9242649674415588,0.9216092824935913,0.9268568009138107
mos,0.9634515643119812,0.9465690851211548,0.8709686994552612,0.9087371826171875,0.9224316328763962
bbj,0.9580747485160828,0.9578753709793091,0.8808567523956299,0.8841853737831116,0.9202480614185333
yor,0.9529527425765991,0.9357725977897644,0.9170659780502319,0.8731499314308167,0.919735312461853
fon,0.9574328660964966,0.9491657018661499,0.863599419593811,0.8889257907867432,0.9147809445858002
hau,0.9327260851860046,0.9490419626235962,0.9266396760940552,0.8485684990882874,0.9142440557479858
