,ORG,PER,DATE,LOC,Mean
sna,0.988156259059906,0.9539889693260193,,0.9852941036224365,0.9859579263720661
kin,0.9888360500335693,0.9607774019241333,,0.9789844751358032,0.9833680861629546
zul,0.9900303483009338,0.9615674614906311,,0.9731532335281372,0.9811224706936628
xho,0.9845802783966064,0.9364988207817078,,0.978765070438385,0.980613912222907
twi,0.9822011590003967,0.9591330885887146,,0.9796952605247498,0.9804369178600609
nya,0.9865254759788513,0.9610321521759033,,0.9749588966369629,0.9802802323829383
ibo,0.9758450388908386,0.9535291790962219,,0.9828908443450928,0.9787623456213623
hau,0.9791638851165771,0.9601903557777405,,0.9788317680358887,0.9785570264793932
mos,0.9795466065406799,0.947852611541748,,0.9764531850814819,0.9772933188360184
lug,0.9879570603370667,0.964303195476532,,0.9670858383178711,0.9772116465028375
luo,0.9776256084442139,0.9496750831604004,,0.9733627438545227,0.9748890411574394
wol,0.9753037095069885,0.9587505459785461,,0.9716963768005371,0.9731543518137187
fon,0.9712393283843994,0.9422794580459595,,0.9736199975013733,0.9717230175156146
bam,0.9561459422111511,0.9489243030548096,,0.9783274531364441,0.9668075009249151
swa,0.9706989526748657,0.9611868262290955,,0.960416853427887,0.9654554559383541
ewe,0.9762830138206482,0.9551135897636414,,0.9545387625694275,0.965169545263052
tsn,0.968977153301239,0.9543720483779907,,0.960146427154541,0.964322968153283
bbj,0.9681310057640076,0.9495322704315186,,0.9604912400245667,0.963964743539691
yor,0.9700614213943481,0.9542565941810608,,0.9579156041145325,0.9637604209128767
pcm,0.9524967670440674,0.9501983523368835,,0.9531075358390808,0.9527411249000579
