,LOC,PER,DATE,ORG
bam,0.9978417754173279,,,0.9961638450622559
bbj,0.9975590705871582,,,0.9985523223876953
ewe,,0.9915068745613098,,0.9989643692970276
fon,0.997792661190033,0.9912633299827576,,0.9984508156776428
hau,0.9968534111976624,0.9917473793029785,,0.9979696869850159
ibo,0.9980340600013733,,,0.9987938404083252
kin,0.9980632662773132,0.9895442128181458,,0.998293399810791
lug,,0.9871323704719543,,0.9973684549331665
luo,,0.9925125241279602,,0.9969573020935059
mos,,0.9904472231864929,,0.998431921005249
nya,0.9977121353149414,0.9901416897773743,,0.998384952545166
pcm,0.9984346628189087,0.9915372133255005,,
sna,0.9987363815307617,0.9913513660430908,,0.9978992342948914
swa,0.9978229999542236,0.9907169938087463,,0.9969526529312134
tsn,0.997787356376648,,,0.9982149004936218
twi,0.9978231191635132,0.9915311932563782,,0.9992668032646179
wol,0.9977742433547974,0.9907487034797668,,0.9974792003631592
xho,0.9980531930923462,0.991101861000061,,
yor,0.9964271187782288,,,0.9981454610824585
zul,0.9979957342147827,0.9899994730949402,,
