,1,2,3,4,5,6,7,8,9,10,11,12
lug,0.9997067505663092,0.9999455794111475,0.9999756023481294,0.9999163831983294,0.989671376618472,0.9789672641011028,0.9741786569356918,0.9686239911959722,0.9790314137935638,0.9844018927326909,0.9893259957984641,0.9860654274622599
kin,0.9996349687700148,0.999938326222556,0.9999743622618836,0.9999169173178735,0.9899415002240763,0.9775328821950144,0.9743574983798541,0.9690107588584607,0.9745091234262173,0.9776961184464968,0.9841602330024426,0.9784392978136356
nya,0.9996664098330906,0.9999413436109369,0.9999714222821322,0.9998844033711917,0.9901004681339511,0.9798667198651797,0.9782580171640103,0.9740429004797568,0.978841252051867,0.9808923395780417,0.9857037388361417,0.978177275795203
sna,0.9995139984341411,0.9999087545778844,0.9999599410341932,0.9998787525412324,0.9889196002638185,0.980401742767978,0.9839528145698401,0.976797301035661,0.9812763195771438,0.9819830197554368,0.985173130264649,0.9779691123045408
tsn,0.9996211497814624,0.9999320452863519,0.9999688879235998,0.9998534128263399,0.9882048933536975,0.9770926051325612,0.9730853312290632,0.9646084446173447,0.9708195615273255,0.9751300811767578,0.9808136224746704,0.9715529382228851
hau,0.9996463315827506,0.9999385445148914,0.999969592342129,0.9998923013736676,0.9887275153940375,0.9830627209180361,0.9835517028203378,0.9776619489376361,0.9795017998952132,0.9784351736307144,0.9813632586827645,0.9706839219881938
ibo,0.9995607555686653,0.9999214805565871,0.999966307893976,0.999860688463434,0.9883051669442808,0.9787978677006511,0.9725781060182132,0.9676534648124988,0.973025924884356,0.9769907295703888,0.9813137650489807,0.9694338440895081
xho,0.999777526050419,0.999961427279881,0.9999777620488947,0.9998732542062735,0.988553482216674,0.9787067678067591,0.9771865594845551,0.9709978653834417,0.9766758405245267,0.970838806950129,0.9785059867081819,0.9683310036306028
twi,0.999486197124828,0.9999060669502655,0.9999591754628466,0.9998184806340701,0.9859773911438979,0.9766761861838303,0.9781618679945285,0.9721031395288614,0.9765574657000028,0.9781908610692391,0.9823457128726519,0.9681869298219681
wol,0.9994856289454869,0.999908688006463,0.9999585252303582,0.9998024733035595,0.984850425998886,0.9757185183562241,0.9764094020311649,0.9693102194712713,0.9724101401292361,0.9695284022734716,0.9745105997874186,0.9647027139480298
mos,0.9994646186952467,0.9999037028907182,0.99995904309409,0.9998369944560064,0.9823516351836068,0.9772591614103937,0.9774249815023862,0.9700097556297596,0.9738265551053561,0.9742753585943809,0.9731786056206777,0.9646260627993831
luo,0.999574836972472,0.999924513426694,0.9999653960203195,0.9998365160706756,0.9912212955487238,0.9809967681959078,0.9687387840105937,0.9613463626458094,0.9669026480271266,0.96297186171567,0.9725824771104036,0.9606468611293368
swa,0.9995296179474175,0.9999128216272825,0.9999511203208526,0.9997875589828986,0.9796348477338815,0.9596263340541294,0.9464654314976472,0.9278784944460943,0.9418365898040625,0.9508706273940893,0.9637045252781647,0.9581082784212552
ewe,0.9993991487986081,0.9998977966122813,0.9999507340517911,0.9997645639753961,0.9844947705021152,0.971588017104508,0.9658791812566611,0.9553746810326209,0.9632451385259628,0.9654842408803793,0.9738809665044149,0.9572110286465397
zul,0.9996523671335988,0.9999381133488247,0.9999744683117061,0.9999087251626052,0.9875700349931593,0.9758129112132183,0.9688907598073666,0.9655215270244158,0.9716734106724079,0.9723726660013199,0.9714884912526166,0.9557393347775495
bam,0.9994135220329483,0.999904709976989,0.9999584694961449,0.9998107064854015,0.9778305717876979,0.9666631632036977,0.95808672446471,0.948501358811672,0.9561160814303619,0.9610510101685157,0.9709653556346893,0.9459056854248047
yor,0.9987654275708384,0.999782844023271,0.9999156787798003,0.9996612590628785,0.9735434697819995,0.9626902357324377,0.958259995167072,0.9502357897850183,0.9576739370822906,0.9568311274051666,0.9565378427505493,0.942736029624939
fon,0.9988920433180672,0.9997996006693158,0.9999234219650169,0.9997464093295011,0.9727993862969535,0.9606956576372122,0.9725389239879755,0.9624100499428235,0.9657164273353723,0.9673574417829514,0.9701244464287391,0.93301587838393
pcm,0.9988068040315207,0.9998243605935728,0.9999138093613958,0.999548318324151,0.97400745555952,0.9551294863998115,0.9522409439086914,0.9308673258011158,0.9374347638625365,0.9441091601665204,0.9468762828753545,0.9135426216655307
bbj,0.9990859062640698,0.999849516075927,0.999931804545514,0.9996954891588781,0.9679610202838849,0.9572905673609151,0.9556713322034249,0.9402551272740731,0.9498136181097764,0.9534997057456237,0.9565648470933621,0.883063018321991
