,LOC,PER,DATE,ORG,Mean
sna,0.9857367873191833,0.9224044680595398,,0.9815255999565125,0.9812763195771438
hau,0.9798189997673035,0.9323117136955261,,0.9829598069190979,0.9795017998952132
lug,0.9765959978103638,0.9322484731674194,,0.9852094650268555,0.9790314137935638
nya,0.9787609577178955,0.9422650337219238,,0.9818476438522339,0.978841252051867
xho,0.9795072078704834,0.9109386801719666,,0.9791034460067749,0.9766758405245267
twi,0.9770801067352295,0.9256484508514404,,0.9801075458526611,0.9765574657000028
kin,0.9782813787460327,0.9224199652671814,,0.9749040007591248,0.9745091234262173
mos,0.9800318479537964,0.9209474921226501,,0.9718515872955322,0.9738265551053561
ibo,0.9836268424987793,0.9344127178192139,,0.965514063835144,0.973025924884356
wol,0.9771698117256165,0.9288212060928345,,0.9711375832557678,0.9724101401292361
zul,0.9652667045593262,0.9295920729637146,,0.9814466238021851,0.9716734106724079
tsn,0.9759203195571899,0.9312301278114319,,0.9688859581947327,0.9708195615273255
luo,0.9784966707229614,0.9309172034263611,,0.958187460899353,0.9669026480271266
fon,0.9715870022773743,0.9138299822807312,,0.9639967679977417,0.9657164273353723
ewe,0.9630120992660522,0.9215237498283386,,0.9668158888816833,0.9632451385259628
yor,0.9582976698875427,,,0.9570502042770386,0.9576739370822906
bam,0.9752178192138672,0.9230809807777405,,0.9396571516990662,0.9561160814303619
bbj,0.9497919678688049,0.9269302487373352,,0.9516659379005432,0.9498136181097764
swa,0.9546210765838623,0.9235564470291138,,0.9305145144462585,0.9418365898040625
pcm,0.9339890480041504,0.9085354804992676,,0.9431924223899841,0.9374347638625365
