,PER,LOC,ORG,DATE
bam,0.9728420972824097,0.9459080100059509,0.9565747976303101,0.9657688736915588
bbj,0.9780957698822021,0.9262747168540955,0.9770219922065735,0.9636680483818054
ewe,0.9700326919555664,0.9569615125656128,0.9766649007797241,0.9605376720428467
fon,0.981728196144104,0.9386814832687378,0.974863588809967,0.9630386829376221
hau,0.9658222794532776,0.9208889007568359,0.9694353938102722,0.9335466623306274
ibo,0.9820424914360046,0.9299212694168091,0.9729896187782288,0.9873045682907104
kin,0.9764227867126465,0.9605758190155029,0.9833329319953918,0.9824057221412659
lug,0.9763066172599792,0.9714107513427734,0.955742359161377,0.9845778346061707
luo,0.9694909453392029,0.9658316373825073,0.9718637466430664,0.9765145778656006
mos,0.9804142713546753,0.9432535767555237,0.9751372337341309,0.9517191052436829
nya,0.9816322326660156,0.940258264541626,0.9807782173156738,0.9621967077255249
pcm,0.9771831631660461,0.9546672105789185,0.9330412745475769,0.9027913212776184
sna,0.9715659618377686,0.947585940361023,0.968711256980896,0.984814465045929
swa,0.9745397567749023,0.9598020911216736,0.934025764465332,0.9182944893836975
tsn,0.9806869029998779,0.9557304978370667,0.973175048828125,0.9819146394729614
twi,0.9826678037643433,0.9699603319168091,0.9814655184745789,0.9717773199081421
wol,0.9822954535484314,0.9269063472747803,0.9702566266059875,0.979759693145752
xho,0.9715277552604675,0.9367918968200684,0.9741845726966858,0.9711953401565552
yor,0.969764232635498,0.911654531955719,0.9675246477127075,0.9700358510017395
zul,0.974826455116272,0.9525597095489502,0.9789599776268005,0.9765690565109253
