,PER,ORG,DATE,LOC
bam,,0.9713302850723267,,
bbj,,0.9729704856872559,,0.9239710569381714
ewe,0.9726666212081909,0.9714264273643494,,
fon,0.9708237648010254,,,
hau,0.9734514951705933,0.9716046452522278,,
ibo,,0.974098801612854,,0.9573917388916016
kin,,0.9696095585823059,,
lug,0.9669071435928345,0.9693651795387268,,
luo,0.9614611268043518,0.9691382050514221,,
mos,0.9743092060089111,0.9805933833122253,,
nya,,0.9771962761878967,,
pcm,0.9695360660552979,,,0.9533563852310181
sna,0.9748959541320801,,,0.9679699540138245
swa,0.9688723683357239,,,
tsn,,0.9775840044021606,,0.9622852802276611
twi,0.9824174046516418,,,
wol,,0.9733618497848511,,
xho,0.9584301114082336,,,0.9533889889717102
yor,,0.9763480424880981,,0.9376198053359985
zul,,,,0.9556997418403625
