,PER,LOC,ORG,DATE
bam,,,0.9968865513801575,
bbj,,,0.9971337914466858,
ewe,0.9933203458786011,,0.9969602823257446,
fon,0.9930241703987122,,,
hau,0.9930574893951416,,0.9868073463439941,
ibo,,0.9967679381370544,0.9976133108139038,
kin,,,0.9976252913475037,
lug,0.9907961487770081,,0.9966340065002441,
luo,0.9924852252006531,,0.9974610209465027,
mos,0.9931460022926331,,0.9980815052986145,
nya,,,0.9980550408363342,
pcm,0.9921131730079651,0.9967436790466309,,
sna,0.9896256923675537,0.9976178407669067,,
swa,0.9914238452911377,,,
tsn,,0.9972628951072693,0.9980920553207397,
twi,0.9941447377204895,,,
wol,,,0.9977442026138306,
xho,0.9919034838676453,0.9966399073600769,,
yor,,0.9942538738250732,0.9977970123291016,
zul,,0.9965780377388,,
