,PER,LOC,ORG,DATE
bam,,0.9672626256942749,0.9698032736778259,
bbj,,0.938139796257019,0.9724047183990479,
ewe,0.9755673408508301,,0.9689159393310547,
fon,0.976863443851471,0.9570279717445374,0.9729634523391724,
hau,0.977131724357605,,0.9715396761894226,
ibo,,0.9509642124176025,0.968458890914917,
kin,,0.9020354151725769,0.963158905506134,
lug,0.9789671301841736,,0.9650859236717224,
luo,0.9644145369529724,,0.9618679881095886,
mos,0.9756757616996765,,0.9766541719436646,
nya,,0.968189537525177,0.9707323312759399,
pcm,0.9722253084182739,0.9529811143875122,,
sna,0.9778978824615479,0.9625204205513,,
swa,0.9713414311408997,0.9344707131385803,,
tsn,,0.9584378004074097,0.9755112528800964,
twi,0.9866735935211182,0.9638053178787231,0.9831322431564331,
wol,,0.9576714038848877,0.9681176543235779,
xho,0.9599324464797974,0.950383186340332,,
yor,,0.9298824071884155,0.9718401432037354,
zul,,0.9519062638282776,,
