,LOC,ORG,DATE,PER,Mean
kin,0.9796536564826965,0.9880762696266174,0.981163501739502,0.9845849871635437,0.9833696037530899
twi,0.9732372164726257,0.9905874729156494,0.9765693545341492,0.9890473484992981,0.9823603481054306
sna,0.9629152417182922,0.9860405921936035,0.985120415687561,0.988079309463501,0.9805388897657394
luo,0.9720553755760193,0.9793239831924438,0.9812526702880859,0.9872384071350098,0.9799676090478897
nya,0.9581183791160583,0.9883401989936829,0.9705414175987244,0.9905082583427429,0.9768770635128021
zul,0.9559429287910461,0.990413248538971,0.9776857495307922,0.9832607507705688,0.9768256694078445
tsn,0.9604401588439941,0.9791960120201111,0.9780814051628113,0.9877918362617493,0.9763773530721664
ibo,0.9353817701339722,0.9875403046607971,0.987180233001709,0.9850996136665344,0.9738004803657532
ewe,0.9638039469718933,0.9841319918632507,0.9621320962905884,0.9843438267707825,0.9736029654741287
xho,0.9477663040161133,0.9793446063995361,0.9827262163162231,0.9817802906036377,0.9729043543338776
lug,0.9761571884155273,0.9618756771087646,0.9504014849662781,0.9948307275772095,0.9708162695169449
wol,0.9371196031570435,0.9772447347640991,0.9784942269325256,0.9855176210403442,0.9695940464735031
mos,0.9475328922271729,0.9832897782325745,0.9529737234115601,0.9873815178871155,0.9677944779396057
bam,0.946906566619873,0.9718932509422302,0.968048095703125,0.9812208414077759,0.967017188668251
yor,0.9273964762687683,0.9861552119255066,0.9718411564826965,0.9776521325111389,0.9657612442970276
fon,0.9311326146125793,0.9824693202972412,0.9593275785446167,0.9869509339332581,0.9649701118469238
bbj,0.9229032397270203,0.9818850755691528,0.9604991674423218,0.9866120219230652,0.96297487616539
hau,0.9331800937652588,0.9741679430007935,0.9469590783119202,0.9854722023010254,0.9599448293447495
swa,0.9702705144882202,0.9670246243476868,0.9175117015838623,0.9802323579788208,0.9587597995996475
pcm,0.9671638011932373,0.9646127820014954,0.9095937013626099,0.9883738160133362,0.9574360251426697
