layer,model,rank_type,language,cosine
1,xlmr,top5,kin,0.9413522928953171
1,xlmr,top5,twi,0.932301715016365
1,xlmr,top5,ibo,0.9278489202260971
1,xlmr,top5,luo,0.9211180061101913
1,xlmr,top5,sna,0.9195755422115326
1,xlmr,worst5,fon,0.8632808476686478
1,xlmr,worst5,hau,0.865075409412384
1,xlmr,worst5,yor,0.8680109083652496
1,xlmr,worst5,bbj,0.8687764704227448
1,xlmr,worst5,pcm,0.8721585124731064
2,xlmr,top5,kin,0.976546511054039
2,xlmr,top5,twi,0.9727181643247604
2,xlmr,top5,ibo,0.9710713326931
2,xlmr,top5,sna,0.9696983695030212
2,xlmr,top5,luo,0.9689876139163971
2,xlmr,worst5,pcm,0.9442601203918457
2,xlmr,worst5,hau,0.9456072300672531
2,xlmr,worst5,fon,0.9469098150730133
2,xlmr,worst5,swa,0.9475854784250259
2,xlmr,worst5,yor,0.9483955800533295
3,xlmr,top5,kin,0.9838310480117798
3,xlmr,top5,twi,0.9810299277305603
3,xlmr,top5,sna,0.9795054346323013
3,xlmr,top5,luo,0.9786657989025116
3,xlmr,top5,zul,0.9774029850959778
3,xlmr,worst5,pcm,0.9609538465738297
3,xlmr,worst5,hau,0.9612219929695129
3,xlmr,worst5,swa,0.9627212435007095
3,xlmr,worst5,mos,0.9661861211061478
3,xlmr,worst5,bbj,0.9666508734226227
4,xlmr,top5,kin,0.9829540550708771
4,xlmr,top5,twi,0.9816659241914749
4,xlmr,top5,sna,0.9785442501306534
4,xlmr,top5,luo,0.978265255689621
4,xlmr,top5,nya,0.9760636687278748
4,xlmr,worst5,pcm,0.9563919454813004
4,xlmr,worst5,swa,0.9579533934593201
4,xlmr,worst5,hau,0.9583524316549301
4,xlmr,worst5,bbj,0.9637606590986252
4,xlmr,worst5,fon,0.9646762162446976
5,xlmr,top5,kin,0.9833696037530899
5,xlmr,top5,twi,0.9823603481054306
5,xlmr,top5,sna,0.9805388897657394
5,xlmr,top5,luo,0.9799676090478897
5,xlmr,top5,nya,0.9768770635128021
5,xlmr,worst5,pcm,0.9574360251426697
5,xlmr,worst5,swa,0.9587597995996475
5,xlmr,worst5,hau,0.9599448293447495
5,xlmr,worst5,bbj,0.96297487616539
5,xlmr,worst5,fon,0.9649701118469238
6,xlmr,top5,kin,0.9811988919973373
6,xlmr,top5,twi,0.9791776239871979
6,xlmr,top5,luo,0.9768372625112534
6,xlmr,top5,sna,0.9751522392034531
6,xlmr,top5,nya,0.9745191484689713
6,xlmr,worst5,swa,0.9502608329057693
6,xlmr,worst5,pcm,0.9504195898771286
6,xlmr,worst5,bbj,0.954105794429779
6,xlmr,worst5,hau,0.9545810520648956
6,xlmr,worst5,yor,0.9598289579153061
7,xlmr,top5,kin,0.9844674915075302
7,xlmr,top5,twi,0.9834250509738922
7,xlmr,top5,luo,0.980271726846695
7,xlmr,top5,sna,0.9801840931177139
7,xlmr,top5,nya,0.9790701866149902
7,xlmr,worst5,swa,0.9600962400436401
7,xlmr,worst5,pcm,0.9603831768035889
7,xlmr,worst5,hau,0.9629681408405304
7,xlmr,worst5,bbj,0.9644356220960617
7,xlmr,worst5,yor,0.9684853255748749
8,xlmr,top5,kin,0.984206959605217
8,xlmr,top5,twi,0.9834761172533035
8,xlmr,top5,sna,0.9806319624185562
8,xlmr,top5,luo,0.9803919047117233
8,xlmr,top5,nya,0.9791255742311478
8,xlmr,worst5,pcm,0.9571588188409805
8,xlmr,worst5,swa,0.957516148686409
8,xlmr,worst5,hau,0.9604233056306839
8,xlmr,worst5,bbj,0.9630085527896881
8,xlmr,worst5,yor,0.9677565097808838
9,xlmr,top5,twi,0.9846765995025635
9,xlmr,top5,kin,0.9833822250366211
9,xlmr,top5,sna,0.9810853898525238
9,xlmr,top5,luo,0.9805859923362732
9,xlmr,top5,zul,0.9800335615873337
9,xlmr,worst5,pcm,0.9591322541236877
9,xlmr,worst5,swa,0.9604596495628357
9,xlmr,worst5,bbj,0.9644188433885574
9,xlmr,worst5,hau,0.9647859483957291
9,xlmr,worst5,yor,0.9697289019823074
10,xlmr,top5,twi,0.9856144785881042
10,xlmr,top5,kin,0.9841235677401224
10,xlmr,top5,lug,0.9815050363540649
10,xlmr,top5,luo,0.9809273481369019
10,xlmr,top5,sna,0.98092254002889
10,xlmr,worst5,bbj,0.9643649856249491
10,xlmr,worst5,xho,0.9672779639561971
10,xlmr,worst5,hau,0.967780073483785
10,xlmr,worst5,yor,0.9704698920249939
10,xlmr,worst5,bam,0.9705497225125631
11,xlmr,top5,kin,0.9867830276489258
11,xlmr,top5,twi,0.9861306349436442
11,xlmr,top5,luo,0.9846197168032328
11,xlmr,top5,lug,0.9845532576243082
11,xlmr,top5,nya,0.9843453566233317
11,xlmr,worst5,bbj,0.9648420413335165
11,xlmr,worst5,hau,0.9725529948870341
11,xlmr,worst5,bam,0.9732203284899393
11,xlmr,worst5,yor,0.973570187886556
11,xlmr,worst5,xho,0.9741160273551941
12,xlmr,top5,kin,0.9989343881607056
12,xlmr,top5,luo,0.9988173047701517
12,xlmr,top5,twi,0.9987793763478597
12,xlmr,top5,nya,0.9987450043360392
12,xlmr,top5,sna,0.9984591801961263
12,xlmr,worst5,bbj,0.9965471029281616
12,xlmr,worst5,hau,0.997142493724823
12,xlmr,worst5,fon,0.9975126584370931
12,xlmr,worst5,yor,0.9975295662879944
12,xlmr,worst5,bam,0.997551163037618
