,DATE,LOC,ORG,PER,Mean
kin,,0.9869711399078369,0.9915258884429932,0.9818520545959473,0.9867830276489258
twi,,0.9801774621009827,0.9912233948707581,0.9869910478591919,0.9861306349436442
luo,,0.9862895011901855,0.9854803085327148,0.9820893406867981,0.9846197168032328
lug,,0.9868441224098206,0.9768704771995544,0.9899451732635498,0.9845532576243082
nya,,0.9731711149215698,0.989595890045166,0.9902690649032593,0.9843453566233317
sna,,0.9748794436454773,0.9894009232521057,0.9879401922225952,0.9840735197067261
zul,,0.9763346314430237,0.9876466989517212,0.981295645236969,0.9817589918772379
mos,,0.9719867706298828,0.9863607287406921,0.9867488145828247,0.9816987713177999
tsn,,0.974143385887146,0.9847960472106934,0.9852710962295532,0.9814035097757975
ewe,,0.9733793139457703,0.9874557852745056,0.9827826619148254,0.9812059203783671
ibo,,0.9664544463157654,0.9873633980751038,0.9865293502807617,0.9801157315572103
pcm,,0.9786524772644043,0.9680647253990173,0.9860522747039795,0.9775898257891337
swa,,0.9740659594535828,0.9785076379776001,0.978381335735321,0.976984977722168
wol,,0.9611143469810486,0.9826462268829346,0.9862759113311768,0.9766788283983866
fon,,0.9596985578536987,0.9811145067214966,0.9826253652572632,0.9744794766108195
xho,,0.9688592553138733,0.9818587899208069,0.9716300368309021,0.9741160273551941
yor,,0.9579792022705078,0.9850854277610779,0.9776459336280823,0.973570187886556
bam,,0.9735524654388428,0.9627590775489807,0.9833494424819946,0.9732203284899393
hau,,0.9592788815498352,0.9757958650588989,0.9825842380523682,0.9725529948870341
bbj,,0.9436278343200684,0.9736487865447998,0.9772495031356812,0.9648420413335165
